day,M-1430 | item:038005,M-1430 | item:042342,M-1430 | item:333362,M-1430 | item:344135,M-1430 | item:708073,M-1430 | item:730384,M-1430 | item:734545,M-1430 | item:773474,M-1810 | item:001757,M-1810 | item:001848,M-1810 | item:001893,M-1810 | item:002612,M-1810 | item:007923,M-1810 | item:016332,M-1810 | item:029313,M-1810 | item:039668,M-1810 | item:049371,M-1810 | item:055703,M-1810 | item:099439,M-1810 | item:338928,M-1810 | item:338929,M-1810 | item:426331,M-1810 | item:693055,SDC-1450 | item:021081
0,123.456687,59135.16,2755.0,1605.0,10.34865,546.96,7.84,4634.26464,6.26052,3.14244,19.90212,3.25815,635.04,1.098636,0.104748,0.065163,10.109806,0.156716,3.25815,3205.0,1930.0,14.355,1301.23,983400.0
1,123.054206,57747.294,2732.0,1582.0,10.16626,542.084,7.656,4412.206126,6.223168,3.114426,19.724698,3.21146,560.336,1.08743,0.103814,0.064229,10.075255,0.154848,3.21146,3182.0,1907.0,14.102,1291.892,983399.640362
2,122.616726,56238.744,2707.0,1557.0,9.96801,536.784,7.456,4170.838176,6.182568,3.083976,19.531848,3.16071,618.8,1.07525,0.102799,0.063214,10.0377,0.152818,3.16071,3157.0,1882.0,13.827,1281.742,983398.86714
3,122.179247,54730.194,2682.0,1532.0,9.76976,531.484,7.256,3929.470226,6.141968,3.053526,19.338998,3.10996,618.8,1.06307,0.101784,0.062199,10.000145,0.150788,3.10996,3132.0,1857.0,13.552,1271.592,983397.716297
4,121.741767,53221.644,2657.0,1507.0,9.57151,526.184,7.056,3688.102276,6.101368,3.023076,19.146148,3.05921,618.8,1.05089,0.100769,0.061184,9.96259,0.148758,3.05921,3107.0,1832.0,13.277,1261.442,983396.270551
5,121.304288,51713.094,2632.0,1482.0,9.37326,520.884,6.856,3668.79284,6.060768,2.992626,18.953298,3.00846,537.6,1.03871,0.099754,0.060169,9.925035,0.146728,3.00846,3082.0,1807.0,13.002,1251.292,983394.605426
6,120.89983,50318.411768,2608.88704,1458.88704,9.189974,515.984052,6.671096,3445.643729,6.023233,2.985789,18.775005,2.961541,624.929106,1.02745,0.098816,0.059231,9.890315,0.144852,2.961541,3058.88704,1783.88704,12.747757,1241.908138,983392.779903
7,120.538952,49074.003321,2588.264448,1438.264448,9.026437,511.612063,6.506116,3439.632779,5.989741,2.960671,18.615922,2.919677,633.017821,1.017402,0.097979,0.058394,9.859336,0.143177,2.919677,3038.264448,1763.264448,12.520909,1233.535366,983390.871789
8,120.134292,47678.623632,2565.13993,1415.13993,8.84306,506.709665,6.321119,3216.372075,5.952187,2.932505,18.437539,2.882884,624.891564,1.006136,0.09704,0.057455,9.824598,0.141299,2.872734,3015.13993,1740.13993,12.266539,1224.146811,983388.957946
9,119.696812,46170.073632,2540.13993,1390.13993,8.64481,501.409665,6.121119,2975.004125,5.911587,2.902055,18.244689,2.832134,543.691564,0.993956,0.096025,0.05644,9.787043,0.139269,2.821984,2990.13993,1715.13993,11.991539,1213.996811,983387.009903
10,119.259333,44661.523632,2515.13993,1365.13993,8.44656,496.109665,5.921119,2733.636175,5.870987,2.871605,18.051839,2.781384,537.6,0.981776,0.09501,0.055425,9.749488,0.137239,2.771234,2965.13993,1690.13993,11.716539,1203.846811,983384.99508
11,118.821854,43152.973632,2490.13993,1340.13993,8.24831,490.809665,5.721119,2715.417336,5.830387,2.841155,17.858989,2.730634,537.6,0.969596,0.093995,0.05441,9.711933,0.135209,2.720484,2940.13993,1665.13993,11.441539,1193.696811,983382.920319
12,118.384374,41644.423632,2465.13993,1315.13993,8.05006,485.509665,5.521119,2474.049386,5.789787,2.810705,17.666139,2.679884,618.8,0.957416,0.09298,0.053395,9.674378,0.133179,2.669734,2915.13993,1640.13993,11.166539,1183.546811,983380.798974
13,117.979916,40249.738995,2442.02693,1292.02693,8.050059,480.609709,5.336215,2492.26784,5.752252,2.803869,17.487846,2.632965,624.928977,0.946156,0.092041,0.052456,9.639658,0.131303,2.622815,2892.02693,1617.02693,10.912296,1174.162933,983378.643034
14,117.619037,39005.330068,2421.40433,1271.40433,7.886522,476.237718,5.171235,2534.530403,5.718761,2.77875,17.452958,2.591101,557.946772,0.936108,0.092138,0.051619,9.608679,0.129628,2.580951,2871.40433,1596.40433,10.685448,1165.790158,983376.495746
15,117.214377,37774.110282,2398.27981,1248.27981,7.703145,475.57532,4.986238,2311.269684,5.681206,2.7719,17.274576,2.544158,557.909354,0.924842,0.091199,0.05068,9.573941,0.128887,2.580698,2848.27981,1573.27981,10.431078,1156.401603,983374.408813
16,116.776898,36265.560282,2373.27981,1223.27981,7.504895,470.27532,4.786238,2311.269684,5.640606,2.74145,17.081726,2.528933,618.8,0.912662,0.090184,0.049665,9.536386,0.126857,2.529948,2823.27981,1548.27981,10.156078,1146.251603,983372.335515
17,116.339418,34757.010282,2348.27981,1198.27981,7.504895,464.97532,4.586238,2311.269684,5.637358,2.728052,16.888876,2.48053,537.6,0.900482,0.089169,0.04865,9.498831,0.125436,2.529948,2798.27981,1523.27981,9.881078,1136.101603,983370.230055
18,115.901939,33248.460282,2323.27981,1173.27981,7.465245,459.67532,4.386238,2269.007121,5.596758,2.718917,16.696026,2.434348,537.6,0.888302,0.088154,0.04865,9.461276,0.123406,2.479198,2773.27981,1498.27981,10.107926,1125.951603,983368.089707
19,115.46446,31739.910282,2298.27981,1148.27981,7.266995,454.37532,4.186238,2468.112431,5.556158,2.709782,16.503176,2.383598,618.8,0.876122,0.087139,0.047635,9.423721,0.123357,2.428448,2748.27981,1498.27981,9.832926,1115.801603,983365.920903
20,115.060001,32155.485646,2275.16681,1155.16681,7.083709,449.475364,4.001334,2244.962935,5.518623,2.68163,16.324882,2.336678,624.928976,0.874605,0.086201,0.046697,9.389001,0.121481,2.422129,2725.16681,1475.16681,9.578683,1106.417725,983363.730621
21,114.699123,30911.076718,2254.54421,1134.54421,6.920171,445.103373,4.036354,2269.007044,5.485132,2.677827,16.300794,2.294814,633.017795,0.864558,0.085363,0.045859,9.358021,0.12179,2.380265,2704.54421,1454.54421,9.604835,1098.044949,983361.558484
22,114.294463,29515.696933,2231.41969,1111.41969,6.736794,440.200974,3.851358,2492.267748,5.447578,2.649661,16.160982,2.262905,624.891559,0.853292,0.084424,0.044921,9.323284,0.119913,2.333322,2681.41969,1431.41969,9.350465,1088.656394,983359.453569
23,113.856983,28007.146933,2206.41969,1086.41969,6.538544,434.900974,3.651358,2492.267748,5.406978,2.619211,16.103127,2.212155,543.691559,0.841112,0.083409,0.043906,9.285729,0.119304,2.282572,2656.41969,1406.41969,9.350465,1078.506394,983357.367259
24,113.419504,26498.596933,2181.41969,1086.41969,6.340294,429.600974,3.451358,2492.267748,5.366378,2.596069,15.910277,2.163498,618.8,0.828932,0.082394,0.042891,9.248174,0.117274,2.231822,2631.41969,1381.41969,9.075465,1068.356394,983355.252384
25,112.982024,25984.453333,2156.41969,1061.41969,6.324434,424.300974,3.251358,2733.635698,5.325778,2.565619,15.717427,2.115286,618.8,0.816752,0.083206,0.041876,9.210619,0.117228,2.181072,2606.41969,1356.41969,8.800465,1058.206394,983353.105223
26,112.544545,24475.903333,2131.41969,1036.41969,6.30947,419.000974,3.051358,2492.267748,5.285178,2.556484,15.635935,2.064536,618.8,0.804572,0.082191,0.040861,9.173064,0.115198,2.130322,2581.41969,1331.41969,9.006556,1048.056394,983350.931489
27,112.140087,24891.478696,2108.30669,1013.30669,6.126184,424.277018,3.026454,2269.118252,5.247642,2.548049,15.457641,2.058352,543.728976,0.793311,0.081253,0.039922,9.138343,0.114742,2.184903,2558.30669,1308.30669,8.752313,1038.672516,983348.73764
28,111.779208,23647.069769,2087.68409,992.68409,6.146024,419.905027,2.861473,2775.898261,5.214151,2.52293,15.558421,2.097688,633.017795,0.795444,0.080416,0.040023,9.107364,0.11424,2.143039,2537.68409,1287.68409,8.525465,1030.299741,983346.654198
29,111.374548,22251.689983,2064.55957,969.55957,6.160897,415.002629,3.276477,2794.005491,5.176597,2.494765,15.418609,2.088664,557.909354,0.784177,0.079477,0.039085,9.072626,0.112362,2.096096,2515.588012,1264.55957,8.546095,1020.911185,983344.547415
30,110.961132,22636.376026,2040.934666,967.094666,6.137088,409.994149,3.087477,2789.174425,5.13823,2.485599,15.236366,2.084351,623.266312,0.783928,0.078518,0.03914,9.037137,0.111865,2.048137,2491.963108,1240.934666,8.286221,1011.319474,983342.459754
31,110.545964,21204.763235,2017.209685,943.369685,5.948949,409.336443,2.897677,2759.221813,5.099701,2.478017,15.224023,2.071714,622.941262,0.772369,0.077555,0.038177,9.001497,0.11247,1.999976,2468.238127,1217.209685,8.025246,1010.059905,983340.368627
32,110.130446,23392.462677,1993.464689,964.624689,5.958902,404.302504,2.707718,2771.338521,5.061139,2.449096,15.207666,2.04083,545.817515,0.760801,0.077529,0.03805,8.965828,0.110542,1.951773,2444.493131,1193.464689,7.764051,1000.419436,983338.268413
33,109.714858,21959.400565,1969.71569,940.87569,5.770572,399.267716,2.702629,2783.416581,5.02257,2.441484,15.024466,2.067471,622.86325,0.74923,0.07758,0.037086,8.930152,0.109223,1.903563,2445.744132,1169.71569,7.757182,990.777342,983336.159443
34,109.299256,20526.290143,1945.96589,947.12589,5.765522,394.232758,3.097627,3217.853017,4.984001,2.421692,14.87983,2.056878,545.723901,0.737659,0.076616,0.037137,8.894475,0.108715,1.855351,2421.994332,1184.36589,8.045934,981.134924,983334.043464
35,108.883652,19093.170058,1922.21593,923.37593,5.938972,389.197767,2.907627,2988.553851,4.945431,2.412471,14.754478,2.04419,622.86013,0.726088,0.075652,0.036173,8.858798,0.106787,1.807138,2398.244372,1160.61593,8.059685,971.49244,983331.922212
36,108.468046,21280.568041,1898.465938,899.625938,5.750635,384.162768,3.266608,2759.254376,4.906861,2.403259,14.874032,2.001053,622.860026,0.714517,0.074687,0.035208,8.823121,0.108908,1.809676,2374.49438,1175.265938,8.327678,961.849943,983329.797086
37,108.052441,21657.705638,1874.71594,875.87594,5.760547,379.127769,3.446508,2771.322789,4.868291,2.404092,14.815692,1.990712,545.720031,0.702946,0.073723,0.034244,8.787443,0.10873,1.761463,2350.744381,1151.51594,8.341428,952.207444,983328.002165
38,107.636836,22034.843157,1850.96594,852.12594,5.57221,374.092769,4.041504,2770.115025,4.829721,2.392748,14.690339,1.9425,545.720006,0.691375,0.072759,0.034218,8.751766,0.108753,1.86167,2346.994382,1150.89046,8.609421,942.564944,983325.872174
39,107.22123,22411.980661,1865.61594,828.37594,5.383872,369.057769,3.851504,2540.815473,4.791151,2.411853,14.545702,1.906975,501.597374,0.679804,0.071795,0.033254,8.716089,0.111589,1.813458,2323.244382,1165.54046,8.348171,932.922444,983323.740702
40,106.805625,24015.864987,1841.86594,804.62594,5.195535,364.022769,3.861504,2311.515921,4.752581,2.412645,14.497489,1.858762,424.457374,0.6795,0.07179,0.03229,8.680412,0.109661,1.765245,2324.494382,1166.79046,8.34129,933.429944,983321.608158
41,106.390019,22582.742488,1843.11594,803.87594,5.190575,358.987769,3.856408,2082.216368,4.714011,2.424088,14.542616,1.823237,347.317374,0.680109,0.072855,0.033356,8.644734,0.108905,1.717033,2300.744382,1143.04046,8.341288,923.787444,983319.474837
