day,node_id,item_id,order_type,src_node_id,dst_node_id,edge_id,planning_status,release_status,receipt_status,order_status_end_of_run,release_qty,planned_receipt_qty,release_day,order_date_imt,arrival_day,actual_receipt_day,implied_cover_need_day,lead_days,lead_cover_days,safety_time_days,reliability,standard_order_qty,mrp_share
0,SDC-VD0520132A,item:038005,external_procurement,EXTERNAL_MARKET,SDC-VD0520132A,,planned_and_released,released,firm_receipt,received,5389.746208,5389.746208,0,0,4,4,4,4,4,0.0,1.0,0.0,0.0
0,M-1430,item:038005,lane_release,SDC-VD0520132A,M-1430,edge:SDC-VD0520132A_TO_M-1430_038005,planned_and_released,released,firm_receipt,received,75456.446912,75456.446912,0,-90,192,192,212,192,282,20.0,1.0,10000.0,1.0
0,SDC-VD0914690A,item:042342,external_procurement,EXTERNAL_MARKET,SDC-VD0914690A,,planned_and_released,released,firm_receipt,received,18585336.0,18585336.0,0,0,4,4,4,4,4,0.0,1.0,0.0,0.0
0,M-1430,item:042342,lane_release,SDC-VD0914690A,M-1430,edge:SDC-VD0914690A_TO_M-1430_042342,planned_and_released,released,firm_receipt,received,250902036.0,250902036.0,0,-24,15,15,20,15,39,5.0,1.0,30000000.0,1.0
0,SDC-VD0525412A,item:333362,external_procurement,EXTERNAL_MARKET,SDC-VD0525412A,,planned_and_released,released,firm_receipt,received,308000.0,308000.0,0,0,4,4,4,4,4,0.0,1.0,0.0,0.0
0,M-1430,item:333362,lane_release,SDC-VD0525412A,M-1430,edge:SDC-VD0525412A_TO_M-1430_333362,planned_and_released,released,firm_receipt,received,4312000.0,4312000.0,0,-21,89,89,99,89,110,10.0,1.0,5000.0,1.0
0,SDC-VD0993480A,item:344135,external_procurement,EXTERNAL_MARKET,SDC-VD0993480A,,planned_and_released,released,firm_receipt,received,308000.0,308000.0,0,0,4,4,4,4,4,0.0,1.0,0.0,0.0
0,M-1430,item:344135,lane_release,SDC-VD0993480A,M-1430,edge:SDC-VD0993480A_TO_M-1430_344135,planned_and_released,released,firm_receipt,received,4312000.0,4312000.0,0,-32,32,32,42,32,64,10.0,1.0,120000.0,1.0
0,SDC-VD0520115A,item:708073,external_procurement,EXTERNAL_MARKET,SDC-VD0520115A,,planned_and_released,released,firm_receipt,received,2442.44,2442.44,0,0,4,4,4,4,4,0.0,1.0,0.0,0.0
0,M-1430,item:708073,lane_release,SDC-VD0520115A,M-1430,edge:SDC-VD0520115A_TO_M-1430_708073,planned_and_released,released,firm_receipt,received,34194.16,34194.16,0,-34,18,18,28,18,52,10.0,1.0,5000000.0,1.0
0,SDC-VD0508918A,item:730384,external_procurement,EXTERNAL_MARKET,SDC-VD0508918A,,planned_and_released,released,firm_receipt,received,65296.0,65296.0,0,0,4,4,4,4,4,0.0,1.0,0.0,0.0
0,M-1430,item:730384,lane_release,SDC-VD0508918A,M-1430,edge:SDC-VD0508918A_TO_M-1430_730384,planned_and_released,released,firm_receipt,received,914144.0,914144.0,0,-88,15,15,25,15,103,10.0,1.0,370000.0,1.0
0,SDC-VD1095770A,item:734545,external_procurement,EXTERNAL_MARKET,SDC-VD1095770A,,planned_and_released,released,firm_receipt,received,2464.0,2464.0,0,0,4,4,4,4,4,0.0,1.0,0.0,0.0
0,M-1430,item:734545,lane_release,SDC-VD1095770A,M-1430,edge:SDC-VD1095770A_TO_M-1430_734545,planned_and_released,released,firm_receipt,received,33264.0,33264.0,0,-12,27,27,37,27,39,10.0,1.0,6300.0,1.0
0,M-1430,item:773474,lane_release,SDC-1450,M-1430,edge:SDC-1450_TO_M-1430_773474,planned_and_released,released,firm_receipt,received,10100000.0,10100000.0,0,-12,7,7,27,7,19,20.0,1.0,1.0,0.7
0,M-1450,item:773474,external_procurement,EXTERNAL_MARKET,M-1450,,planned_and_released,released,firm_receipt,received,2973653.144,2973653.144,0,0,4,4,4,4,4,0.0,1.0,0.0,0.0
0,SDC-VD0951020A,item:001757,external_procurement,EXTERNAL_MARKET,SDC-VD0951020A,,planned_and_released,released,firm_receipt,received,661.1304,661.1304,0,0,4,4,4,4,4,0.0,1.0,0.0,0.0
0,M-1810,item:001757,lane_release,SDC-VD0951020A,M-1810,edge:SDC-VD0951020A_TO_M-1810_001757,planned_and_released,released,firm_receipt,received,9255.8256,9255.8256,0,-10,144,144,164,144,154,20.0,1.0,100.0,1.0
