day,node_id,item_id,consumed_qty,uom
0,M-1430,item:038005,0.349984,KG
0,M-1430,item:042342,1206.84,UN
0,M-1430,item:333362,20.0,UN
0,M-1430,item:344135,20.0,UN
0,M-1430,item:708073,0.1586,KG
0,M-1430,item:730384,4.24,M
0,M-1430,item:734545,0.16,UN
0,M-1430,item:773474,193.09436,G
0,M-1810,item:001757,0.006496,KG
0,M-1810,item:001848,0.004872,KG
0,M-1810,item:001893,0.030856,KG
0,M-1810,item:002612,0.00812,KG
0,M-1810,item:007923,12.992,G
0,M-1810,item:016332,0.001949,KG
0,M-1810,item:029313,0.000162,KG
0,M-1810,item:039668,0.000162,KG
0,M-1810,item:049371,0.006009,KG
0,M-1810,item:055703,0.000325,KG
0,M-1810,item:099439,0.00812,KG
0,M-1810,item:338928,4.0,UN
0,M-1810,item:338929,4.0,UN
0,M-1810,item:426331,0.044,UN
0,M-1810,item:693055,1.624,G
0,SDC-1450,item:021081,0.0,KG
1,M-1430,item:038005,0.332484,KG
1,M-1430,item:042342,1146.498,UN
1,M-1430,item:333362,19.0,UN
1,M-1430,item:344135,19.0,UN
1,M-1430,item:708073,0.15067,KG
1,M-1430,item:730384,4.028,M
1,M-1430,item:734545,0.152,UN
1,M-1430,item:773474,183.439642,G
1,M-1810,item:001757,0.006171,KG
1,M-1810,item:001848,0.004628,KG
1,M-1810,item:001893,0.029313,KG
1,M-1810,item:002612,0.007714,KG
1,M-1810,item:007923,12.3424,G
1,M-1810,item:016332,0.001851,KG
1,M-1810,item:029313,0.000154,KG
1,M-1810,item:039668,0.000154,KG
1,M-1810,item:049371,0.005708,KG
1,M-1810,item:055703,0.000309,KG
1,M-1810,item:099439,0.007714,KG
1,M-1810,item:338928,3.8,UN
1,M-1810,item:338929,3.8,UN
1,M-1810,item:426331,0.0418,UN
1,M-1810,item:693055,1.5428,G
1,SDC-1450,item:021081,0.0,KG
2,M-1430,item:038005,0.43398,KG
2,M-1430,item:042342,1496.4816,UN
2,M-1430,item:333362,24.8,UN
2,M-1430,item:344135,24.8,UN
2,M-1430,item:708073,0.196664,KG
2,M-1430,item:730384,5.2576,M
2,M-1430,item:734545,0.1984,UN
2,M-1430,item:773474,239.437006,G
2,M-1810,item:001757,0.008055,KG
2,M-1810,item:001848,0.006041,KG
