day,demand,served,backlog_end,arrivals_qty,produced_qty,shipped_qty,inventory_total,holding_cost_day,transport_cost_day,purchase_cost_day,external_procured_ordered_qty,external_procured_arrived_qty,external_procured_rejected_qty
0,77.0,77.0,0.0,0.0,50.0,608.1799,36615.0882,1165.694,76.2351,54.5015,1389.9179,0.0,0.0
1,77.0,77.0,0.0,81.2,50.0,248.1799,34473.0104,1093.7119,134.3994,85.8999,3139.8359,0.0,0.0
2,77.0,77.0,0.0,0.0,50.0,248.1799,32249.7326,1021.7265,148.7994,93.0999,3499.8359,0.0,1389.9179
3,123.2,123.2,0.0,167.702,50.0,248.1799,30147.9568,948.1117,148.7994,93.0999,3499.8359,0.0,3139.8359
4,123.2,53.8,69.4,100.2304,50.0,1663.0979,28023.1094,880.0636,194.1375,107.2491,3499.8359,1389.9179,3499.8359
5,123.2,25.0,167.6,361.4297,50.0,3438.0158,26163.2613,812.1779,251.3081,124.9983,3499.8359,3139.8359,2109.9179
6,123.2,0.0,290.8,337.5296,50.0,3823.0158,24279.5131,750.5289,264.351,128.8483,3499.8359,3499.8359,360.0
7,123.2,0.0,414.0,253.5862,50.0,3693.0158,22441.8215,687.0719,207.1869,113.3573,2189.9179,3499.8359,0.0
8,123.2,25.0,512.2,170.8962,50.0,3673.0158,20516.4399,626.5968,140.6035,107.1756,540.0,3499.8359,0.0
9,123.2,50.0,585.4,256.7159,50.0,2333.0979,19991.7959,616.8598,85.2966,92.9801,200.0,3499.8359,80.0
10,77.0,50.0,612.4,441.4607,50.0,1948.0979,20036.8968,616.6172,72.2537,89.1301,200.0,3499.8359,180.0
11,77.0,25.0,664.4,3456.9237,50.0,1978.0979,21782.5427,680.8539,72.1795,101.4375,200.0,2189.9179,200.0
12,77.0,125.0,616.4,3825.6119,50.0,2178.0979,21946.9588,686.7272,79.9543,118.4468,200.0,540.0,120.0
13,77.0,25.0,668.4,3594.2312,50.0,2123.0979,21694.9943,677.4598,76.9097,120.8986,200.0,200.0,20.0
14,77.0,0.0,745.4,1460.6819,50.0,733.1799,20724.3984,658.7186,85.1787,109.183,1509.918,200.0,0.0
15,77.0,100.0,722.4,3229.384,50.0,373.1799,21782.5046,717.9886,139.343,108.5628,3159.8359,200.0,0.0
16,77.0,50.0,749.4,2052.7503,50.0,368.1799,21718.9771,719.0979,154.2276,97.3017,3499.8359,200.0,1389.918
17,77.0,0.0,826.4,707.8703,50.0,270.4799,20458.2696,659.3222,150.0638,93.3769,3502.5359,200.0,3139.8359
18,77.0,75.0,828.4,5013.0653,50.0,1677.9479,23330.2071,787.4951,195.6589,107.6546,3512.6859,1509.918,3499.8359
19,77.0,75.0,830.4,297.0045,50.0,3452.8658,21361.0838,724.4592,253.1275,125.5528,3520.1359,3159.8359,2112.6179
20,77.0,0.0,907.4,272.6812,50.0,3762.8658,19472.6373,662.2167,262.5392,128.6528,3520.1359,3499.8359,372.85
21,77.0,25.0,959.4,289.6276,50.0,3735.5658,17606.1371,599.2297,210.2707,114.1888,2210.2179,3502.5359,20.3
22,77.0,0.0,1036.4,628.4729,50.0,3700.7158,16148.4822,541.0314,142.6799,107.8586,560.3,3512.6859,17.6
23,77.0,100.0,1013.4,2745.1646,50.0,2343.2479,18072.4369,593.4973,86.3116,93.4876,220.3,3520.1359,87.45
24,77.0,100.0,990.4,688.6407,50.0,1958.2479,18324.8678,590.407,73.1607,89.5836,217.6,3520.1359,180.0
25,77.0,75.0,992.4,371.3194,50.0,2088.2479,16845.0594,536.3982,77.5221,102.688,207.45,2210.2179,200.0
26,77.0,25.0,1044.4,3814.7287,50.0,2085.5479,17211.4424,544.1584,75.2617,117.5213,200.0,560.3,120.0
27,77.0,0.0,1121.4,243.4918,50.0,2173.0979,13604.0384,422.3971,79.3305,121.3986,200.0,220.3,20.0
28,77.0,175.0,1023.4,2206.4065,50.0,733.1799,13221.7671,416.327,85.1787,109.183,1509.918,217.6,0.0
29,77.0,0.0,1100.4,3169.9644,50.0,373.1799,14327.9037,474.7683,139.343,108.5628,3159.8359,207.45,0.0
