day,M-1430 | item:038005,M-1430 | item:042342,M-1430 | item:333362,M-1430 | item:344135,M-1430 | item:708073,M-1430 | item:730384,M-1430 | item:734545,M-1430 | item:773474,M-1810 | item:001757,M-1810 | item:001848,M-1810 | item:001893,M-1810 | item:002612,M-1810 | item:016332,M-1810 | item:029313,M-1810 | item:039668,M-1810 | item:049371,M-1810 | item:055703,M-1810 | item:099439,M-1810 | item:338928,M-1810 | item:338929,M-1810 | item:426331,M-1810 | item:693055,M-1810 | item:693710
0,6.649687,22929.96,380.0,380.0,3.0134,80.56,3.04,3668.79284,0.610624,0.457968,2.900464,0.76328,0.183187,0.015266,0.015266,0.564827,0.030531,0.76328,376.0,376.0,4.136,152.656,622.048
1,6.271705,21626.5728,358.4,358.4,2.842112,75.9808,2.8672,3460.250931,0.574246,0.430685,2.72767,0.717808,0.172274,0.014356,0.014356,0.531178,0.028712,0.717808,353.6,353.6,3.8896,143.5616,627.2448
2,5.860124,20207.32896,334.88,334.88,2.655598,70.99456,2.67904,3233.171964,0.540987,0.40574,2.569688,0.676234,0.162296,0.013525,0.013525,0.500413,0.027049,0.676234,333.12,333.12,3.66432,135.24672,560.72576
3,5.422645,18698.77896,309.88,309.88,2.457348,69.93456,2.47904,2991.804014,0.505753,0.379314,2.402325,0.632191,0.151726,0.012644,0.012644,0.50147,0.025288,0.632191,311.424,311.424,3.425664,126.438144,629.531392
4,4.985165,17190.22896,308.4,284.88,2.259098,64.63456,2.27904,2750.436064,0.467525,0.350644,2.405879,0.584406,0.140257,0.011688,0.012598,0.46611,0.023376,0.584406,311.8848,311.8848,3.166733,116.881229,623.544678
5,4.547686,15681.67896,283.4,259.88,2.219448,59.33456,2.07904,2702.162474,0.460184,0.320194,2.213029,0.533656,0.138991,0.010673,0.011583,0.428555,0.021346,0.533656,309.2848,286.8848,2.891733,106.731229,542.344678
6,4.488189,14461.12896,258.4,234.88,2.021198,54.03456,2.24,2460.794524,0.419584,0.289744,2.020179,0.482906,0.126811,0.009658,0.010568,0.391,0.020979,0.531626,284.2848,304.0608,2.616733,96.581229,537.6
7,4.050709,12952.57896,258.4,209.88,1.994236,53.31376,2.04,2219.426574,0.415362,0.288526,1.827329,0.432156,0.114631,0.009658,0.011358,0.353445,0.018949,0.526348,259.2848,279.0608,2.341733,96.175229,618.8
8,3.622119,11474.682619,233.907999,205.387999,2.184778,48.121456,1.844064,1982.963208,0.41299,0.286746,1.634479,0.468453,0.102451,0.008643,0.010343,0.31589,0.016919,0.567426,278.304,254.0608,2.292013,103.148685,537.6
9,3.228416,10117.084151,236.409598,207.889598,2.006366,43.351795,1.864077,1765.747498,0.37239,0.256296,1.441629,0.417703,0.090271,0.009483,0.009328,0.278335,0.014889,0.55825,253.304,251.4608,2.017013,92.998685,537.6
10,3.219672,8880.092457,237.509918,212.389918,2.240304,39.005863,1.900079,1567.828868,0.332615,0.253748,1.785112,0.462777,0.098886,0.008489,0.008334,0.272308,0.0129,0.508531,278.811997,250.507997,2.533001,83.054932,620.449976
11,3.27742,7570.674918,240.809982,190.689982,2.068223,45.005476,1.88648,1471.958374,0.331312,0.226345,1.951716,0.417105,0.099393,0.009422,0.008301,0.276066,0.011074,0.513609,256.313597,228.009597,2.285518,73.920581,626.925195
12,2.86549,10086.16501,237.269995,192.149995,1.881551,40.014999,1.69816,1680.307312,0.29802,0.288702,1.793581,0.375491,0.089406,0.009605,0.009499,0.245271,0.01299,0.471995,257.509917,207.509917,2.298678,75.747711,633.417039
13,2.86549,10799.84221,237.269995,167.149995,1.683301,45.314999,1.874083,1438.939362,0.303379,0.262272,1.819038,0.33144,0.078834,0.009739,0.009633,0.212674,0.013258,0.427944,260.809981,210.809981,2.334979,66.937537,562.935647
14,3.617921,9291.29221,212.269995,142.149995,1.647614,40.014999,1.674083,1197.571412,0.304126,0.2336,1.637451,0.283654,0.079058,0.008783,0.010648,0.177312,0.013376,0.430908,237.269994,212.269994,2.076039,66.937217,553.060729
15,4.029502,10799.84221,236.761996,173.338378,1.449364,40.014999,1.674083,956.203462,0.304126,0.258545,1.444601,0.282622,0.079058,0.010687,0.009633,0.17581,0.015246,0.430908,212.269994,187.269994,2.076039,56.787217,618.8
