acceptable_levels,baseline_fill_rate,baseline_total_cost,cost_warning_level,ending_backlog_cross_threshold_at,ending_backlog_monotonicity,fill_rate_cross_service_threshold_at,fill_rate_max,fill_rate_min,fill_rate_monotonicity,first_unacceptable_level,levels,max_external_procured_qty_delta,max_fill_rate_drop,max_total_cost_increase,parameter_group,parameter_key,parameter_label,safe_band_high,safe_band_low,safe_direction,total_cost_cross_threshold_at,total_cost_monotonicity
"[0.01, 0.05, 0.1, 0.25, 0.5, 0.75, 1.0]",1.0,70614106.5952,,,flat,,1.0,1.0,flat,,"[0.01, 0.05, 0.1, 0.25, 0.5, 0.75, 1.0]",0.0,0.0,0.0,supplier_capacity_node,supplier_capacity_node::SDC-VD0901566A,Capacite fournisseur SDC-VD0901566A,1.0,0.01,lower_is_riskier,,flat
"[0.01, 0.05, 0.1, 0.25, 0.5, 0.75, 1.0]",1.0,70614106.5952,,,flat,,1.0,1.0,flat,,"[0.01, 0.05, 0.1, 0.25, 0.5, 0.75, 1.0]",272687.9603999853,0.0,280683.9452999979,supplier_capacity_node,supplier_capacity_node::SDC-VD0910216A,Capacite fournisseur SDC-VD0910216A,1.0,0.01,lower_is_riskier,,non_monotonic
"[0.01, 0.05, 0.1, 0.25, 0.5, 0.75, 1.0]",1.0,70614106.5952,,,flat,,1.0,1.0,flat,,"[0.01, 0.05, 0.1, 0.25, 0.5, 0.75, 1.0]",355437.8806999922,0.0,50831.21850000322,supplier_capacity_node,supplier_capacity_node::SDC-VD0914320A,Capacite fournisseur SDC-VD0914320A,1.0,0.01,lower_is_riskier,,decreasing
"[0.01, 0.05, 0.1, 0.25, 0.5, 0.75, 1.0]",1.0,70614106.5952,,,flat,,1.0,1.0,flat,,"[0.01, 0.05, 0.1, 0.25, 0.5, 0.75, 1.0]",0.0,0.0,0.0,supplier_capacity_node,supplier_capacity_node::SDC-VD0914360C,Capacite fournisseur SDC-VD0914360C,1.0,0.01,lower_is_riskier,,flat
"[0.01, 0.05, 0.1, 0.25, 0.5, 0.75, 1.0]",1.0,70614106.5952,,,flat,,1.0,1.0,flat,,"[0.01, 0.05, 0.1, 0.25, 0.5, 0.75, 1.0]",0.0,0.0,0.0,supplier_capacity_node,supplier_capacity_node::SDC-VD0914690A,Capacite fournisseur SDC-VD0914690A,1.0,0.01,lower_is_riskier,,flat
"[0.01, 0.05, 0.1, 0.25, 0.5, 0.75, 1.0]",1.0,70614106.5952,,,flat,,1.0,1.0,flat,,"[0.01, 0.05, 0.1, 0.25, 0.5, 0.75, 1.0]",0.0,0.0,0.0,supplier_capacity_node,supplier_capacity_node::SDC-VD0949099A,Capacite fournisseur SDC-VD0949099A,1.0,0.01,lower_is_riskier,,flat
"[0.01, 0.05, 0.1, 0.25, 0.5, 0.75, 1.0]",1.0,70614106.5952,,,flat,,1.0,1.0,flat,,"[0.01, 0.05, 0.1, 0.25, 0.5, 0.75, 1.0]",60.63450002670288,0.0,46.75859999656677,supplier_capacity_node,supplier_capacity_node::SDC-VD0951020A,Capacite fournisseur SDC-VD0951020A,1.0,0.01,lower_is_riskier,,non_monotonic
"[0.01, 0.05, 0.1, 0.25, 0.5, 0.75, 1.0]",1.0,70614106.5952,,,flat,,1.0,1.0,flat,,"[0.01, 0.05, 0.1, 0.25, 0.5, 0.75, 1.0]",235028.32270002365,0.0,81509.07629999518,supplier_capacity_node,supplier_capacity_node::SDC-VD0956464A,Capacite fournisseur SDC-VD0956464A,1.0,0.01,lower_is_riskier,,non_monotonic
"[0.01, 0.05, 0.1, 0.25, 0.5, 0.75, 1.0]",1.0,70614106.5952,,,flat,,1.0,1.0,flat,,"[0.01, 0.05, 0.1, 0.25, 0.5, 0.75, 1.0]",0.0,0.0,0.0,supplier_capacity_node,supplier_capacity_node::SDC-VD0960508A,Capacite fournisseur SDC-VD0960508A,1.0,0.01,lower_is_riskier,,flat
"[0.01, 0.05, 0.1, 0.25, 0.5, 0.75, 1.0]",1.0,70614106.5952,,,flat,,1.0,1.0,flat,,"[0.01, 0.05, 0.1, 0.25, 0.5, 0.75, 1.0]",22.63260006904602,0.0,39.90989999473095,supplier_capacity_node,supplier_capacity_node::SDC-VD0964290A,Capacite fournisseur SDC-VD0964290A,1.0,0.01,lower_is_riskier,,non_monotonic
"[0.01, 0.05, 0.1, 0.25, 0.5, 0.75, 1.0]",1.0,70614106.5952,,,flat,,1.0,1.0,flat,,"[0.01, 0.05, 0.1, 0.25, 0.5, 0.75, 1.0]",0.0,0.0,0.0,supplier_capacity_node,supplier_capacity_node::SDC-VD0972460A,Capacite fournisseur SDC-VD0972460A,1.0,0.01,lower_is_riskier,,flat
"[0.01, 0.05, 0.1, 0.25, 0.5, 0.75, 1.0]",1.0,70614106.5952,,,flat,,1.0,1.0,flat,,"[0.01, 0.05, 0.1, 0.25, 0.5, 0.75, 1.0]",0.0,0.0,0.0,supplier_capacity_node,supplier_capacity_node::SDC-VD0975221A,Capacite fournisseur SDC-VD0975221A,1.0,0.01,lower_is_riskier,,flat
"[0.01, 0.05, 0.1, 0.25, 0.5, 0.75, 1.0]",1.0,70614106.5952,,,flat,,1.0,1.0,flat,,"[0.01, 0.05, 0.1, 0.25, 0.5, 0.75, 1.0]",0.0,0.0,0.0,supplier_capacity_node,supplier_capacity_node::SDC-VD0989480A,Capacite fournisseur SDC-VD0989480A,1.0,0.01,lower_is_riskier,,flat
"[0.01, 0.05, 0.1, 0.25, 0.5, 0.75, 1.0]",1.0,70614106.5952,,,flat,,1.0,1.0,flat,,"[0.01, 0.05, 0.1, 0.25, 0.5, 0.75, 1.0]",0.0,0.0,0.0,supplier_capacity_node,supplier_capacity_node::SDC-VD0990780A,Capacite fournisseur SDC-VD0990780A,1.0,0.01,lower_is_riskier,,flat
"[0.01, 0.05, 0.1, 0.25, 0.5, 0.75, 1.0]",1.0,70614106.5952,,,flat,,1.0,1.0,flat,,"[0.01, 0.05, 0.1, 0.25, 0.5, 0.75, 1.0]",219248.79690003395,0.0,147053.00069999695,supplier_capacity_node,supplier_capacity_node::SDC-VD1091642A,Capacite fournisseur SDC-VD1091642A,1.0,0.01,lower_is_riskier,,non_monotonic
"[0.01, 0.05, 0.1, 0.25, 0.5, 0.75, 1.0]",1.0,70614106.5952,,,flat,,1.0,1.0,flat,,"[0.01, 0.05, 0.1, 0.25, 0.5, 0.75, 1.0]",0.0,0.0,0.0,supplier_capacity_node,supplier_capacity_node::SDC-VD1095770A,Capacite fournisseur SDC-VD1095770A,1.0,0.01,lower_is_riskier,,increasing
"[0.01, 0.05, 0.1, 0.25, 0.5, 0.75, 1.0]",1.0,70614106.5952,,,flat,,1.0,1.0,flat,,"[0.01, 0.05, 0.1, 0.25, 0.5, 0.75, 1.0]",0.0,0.0,0.0,supplier_capacity_node,supplier_capacity_node::SDC-VD1096202A,Capacite fournisseur SDC-VD1096202A,1.0,0.01,lower_is_riskier,,flat
"[0.01, 0.25, 0.5, 0.75, 0.9, 1.0]",1.0,70614106.5952,,,flat,,1.0,1.0,flat,,"[0.01, 0.25, 0.5, 0.75, 0.9, 1.0]",0.0,0.0,0.0,supplier_stock_node,supplier_stock_node::SDC-VD0500655A,Stock fournisseur SDC-VD0500655A,1.0,0.01,lower_is_riskier,,flat
"[0.01, 0.25, 0.5, 0.75, 0.9, 1.0]",1.0,70614106.5952,,,flat,,1.0,1.0,flat,,"[0.01, 0.25, 0.5, 0.75, 0.9, 1.0]",0.0,0.0,0.0,supplier_stock_node,supplier_stock_node::SDC-VD0505677A,Stock fournisseur SDC-VD0505677A,1.0,0.01,lower_is_riskier,,flat
"[0.01, 0.25, 0.5, 0.75, 0.9, 1.0]",1.0,70614106.5952,,,flat,,1.0,1.0,flat,,"[0.01, 0.25, 0.5, 0.75, 0.9, 1.0]",0.0,0.0,0.0,supplier_stock_node,supplier_stock_node::SDC-VD0508918A,Stock fournisseur SDC-VD0508918A,1.0,0.01,lower_is_riskier,,flat
"[0.01, 0.25, 0.5, 0.75, 0.9, 1.0]",1.0,70614106.5952,,,flat,,1.0,1.0,flat,,"[0.01, 0.25, 0.5, 0.75, 0.9, 1.0]",0.0,0.0,0.0,supplier_stock_node,supplier_stock_node::SDC-VD0514881A,Stock fournisseur SDC-VD0514881A,1.0,0.01,lower_is_riskier,,flat
"[0.01, 0.25, 0.5, 0.75, 0.9, 1.0]",1.0,70614106.5952,,,flat,,1.0,1.0,flat,,"[0.01, 0.25, 0.5, 0.75, 0.9, 1.0]",0.0,0.0,0.0,supplier_stock_node,supplier_stock_node::SDC-VD0518684A,Stock fournisseur SDC-VD0518684A,1.0,0.01,lower_is_riskier,,flat
"[0.01, 0.25, 0.5, 0.75, 0.9, 1.0]",1.0,70614106.5952,,,flat,,1.0,1.0,flat,,"[0.01, 0.25, 0.5, 0.75, 0.9, 1.0]",0.0,0.0,0.0,supplier_stock_node,supplier_stock_node::SDC-VD0519670A,Stock fournisseur SDC-VD0519670A,1.0,0.01,lower_is_riskier,,flat
"[0.01, 0.25, 0.5, 0.75, 0.9, 1.0]",1.0,70614106.5952,,,flat,,1.0,1.0,flat,,"[0.01, 0.25, 0.5, 0.75, 0.9, 1.0]",0.0,0.0,0.0,supplier_stock_node,supplier_stock_node::SDC-VD0520115A,Stock fournisseur SDC-VD0520115A,1.0,0.01,lower_is_riskier,,flat
"[0.01, 0.25, 0.5, 0.75, 0.9, 1.0]",1.0,70614106.5952,,,flat,,1.0,1.0,flat,,"[0.01, 0.25, 0.5, 0.75, 0.9, 1.0]",0.0,0.0,0.0,supplier_stock_node,supplier_stock_node::SDC-VD0520132A,Stock fournisseur SDC-VD0520132A,1.0,0.01,lower_is_riskier,,flat
"[0.01, 0.25, 0.5, 0.75, 0.9, 1.0]",1.0,70614106.5952,,,flat,,1.0,1.0,flat,,"[0.01, 0.25, 0.5, 0.75, 0.9, 1.0]",0.0,0.0,0.0,supplier_stock_node,supplier_stock_node::SDC-VD0525412A,Stock fournisseur SDC-VD0525412A,1.0,0.01,lower_is_riskier,,flat
"[0.01, 0.25, 0.5, 0.75, 0.9, 1.0]",1.0,70614106.5952,,,flat,,1.0,1.0,flat,,"[0.01, 0.25, 0.5, 0.75, 0.9, 1.0]",0.0,0.0,0.0,supplier_stock_node,supplier_stock_node::SDC-VD0901566A,Stock fournisseur SDC-VD0901566A,1.0,0.01,lower_is_riskier,,flat
"[0.01, 0.25, 0.5, 0.75, 0.9, 1.0]",1.0,70614106.5952,,,flat,,1.0,1.0,flat,,"[0.01, 0.25, 0.5, 0.75, 0.9, 1.0]",0.0,0.0,0.0,supplier_stock_node,supplier_stock_node::SDC-VD0910216A,Stock fournisseur SDC-VD0910216A,1.0,0.01,lower_is_riskier,,flat
"[0.01, 0.25, 0.5, 0.75, 0.9, 1.0]",1.0,70614106.5952,,,flat,,1.0,1.0,flat,,"[0.01, 0.25, 0.5, 0.75, 0.9, 1.0]",44.1311000585556,0.0,192.77239999175072,supplier_stock_node,supplier_stock_node::SDC-VD0914320A,Stock fournisseur SDC-VD0914320A,1.0,0.01,lower_is_riskier,,decreasing
"[0.01, 0.25, 0.5, 0.75, 0.9, 1.0]",1.0,70614106.5952,,,flat,,1.0,1.0,flat,,"[0.01, 0.25, 0.5, 0.75, 0.9, 1.0]",0.0,0.0,0.0,supplier_stock_node,supplier_stock_node::SDC-VD0914360C,Stock fournisseur SDC-VD0914360C,1.0,0.01,lower_is_riskier,,flat
"[0.01, 0.25, 0.5, 0.75, 0.9, 1.0]",1.0,70614106.5952,,,flat,,1.0,1.0,flat,,"[0.01, 0.25, 0.5, 0.75, 0.9, 1.0]",0.0,0.0,0.0,supplier_stock_node,supplier_stock_node::SDC-VD0914690A,Stock fournisseur SDC-VD0914690A,1.0,0.01,lower_is_riskier,,flat
"[0.01, 0.25, 0.5, 0.75, 0.9, 1.0]",1.0,70614106.5952,,,flat,,1.0,1.0,flat,,"[0.01, 0.25, 0.5, 0.75, 0.9, 1.0]",0.0,0.0,0.0,supplier_stock_node,supplier_stock_node::SDC-VD0949099A,Stock fournisseur SDC-VD0949099A,1.0,0.01,lower_is_riskier,,flat
"[0.01, 0.25, 0.5, 0.75, 0.9, 1.0]",1.0,70614106.5952,,,flat,,1.0,1.0,flat,,"[0.01, 0.25, 0.5, 0.75, 0.9, 1.0]",0.0,0.0,0.0,supplier_stock_node,supplier_stock_node::SDC-VD0951020A,Stock fournisseur SDC-VD0951020A,1.0,0.01,lower_is_riskier,,flat
"[0.01, 0.25, 0.5, 0.75, 0.9, 1.0]",1.0,70614106.5952,,,flat,,1.0,1.0,flat,,"[0.01, 0.25, 0.5, 0.75, 0.9, 1.0]",0.0,0.0,0.0,supplier_stock_node,supplier_stock_node::SDC-VD0956464A,Stock fournisseur SDC-VD0956464A,1.0,0.01,lower_is_riskier,,flat
"[0.01, 0.25, 0.5, 0.75, 0.9, 1.0]",1.0,70614106.5952,,,flat,,1.0,1.0,flat,,"[0.01, 0.25, 0.5, 0.75, 0.9, 1.0]",0.0,0.0,0.0,supplier_stock_node,supplier_stock_node::SDC-VD0960508A,Stock fournisseur SDC-VD0960508A,1.0,0.01,lower_is_riskier,,flat
"[0.01, 0.25, 0.5, 0.75, 0.9, 1.0]",1.0,70614106.5952,,,flat,,1.0,1.0,flat,,"[0.01, 0.25, 0.5, 0.75, 0.9, 1.0]",0.0,0.0,0.0,supplier_stock_node,supplier_stock_node::SDC-VD0964290A,Stock fournisseur SDC-VD0964290A,1.0,0.01,lower_is_riskier,,increasing
"[0.01, 0.25, 0.5, 0.75, 0.9, 1.0]",1.0,70614106.5952,,,flat,,1.0,1.0,flat,,"[0.01, 0.25, 0.5, 0.75, 0.9, 1.0]",0.0,0.0,0.0,supplier_stock_node,supplier_stock_node::SDC-VD0972460A,Stock fournisseur SDC-VD0972460A,1.0,0.01,lower_is_riskier,,flat
"[0.01, 0.25, 0.5, 0.75, 0.9, 1.0]",1.0,70614106.5952,,,flat,,1.0,1.0,flat,,"[0.01, 0.25, 0.5, 0.75, 0.9, 1.0]",0.0,0.0,0.0,supplier_stock_node,supplier_stock_node::SDC-VD0975221A,Stock fournisseur SDC-VD0975221A,1.0,0.01,lower_is_riskier,,flat
"[0.01, 0.25, 0.5, 0.75, 0.9, 1.0]",1.0,70614106.5952,,,flat,,1.0,1.0,flat,,"[0.01, 0.25, 0.5, 0.75, 0.9, 1.0]",0.0,0.0,0.0,supplier_stock_node,supplier_stock_node::SDC-VD0989480A,Stock fournisseur SDC-VD0989480A,1.0,0.01,lower_is_riskier,,flat
"[0.01, 0.25, 0.5, 0.75, 0.9, 1.0]",1.0,70614106.5952,,,flat,,1.0,1.0,flat,,"[0.01, 0.25, 0.5, 0.75, 0.9, 1.0]",0.0,0.0,0.0,supplier_stock_node,supplier_stock_node::SDC-VD0990780A,Stock fournisseur SDC-VD0990780A,1.0,0.01,lower_is_riskier,,flat
"[0.01, 0.25, 0.5, 0.75, 0.9, 1.0]",1.0,70614106.5952,,,flat,,1.0,1.0,flat,,"[0.01, 0.25, 0.5, 0.75, 0.9, 1.0]",0.0,0.0,0.0,supplier_stock_node,supplier_stock_node::SDC-VD0993480A,Stock fournisseur SDC-VD0993480A,1.0,0.01,lower_is_riskier,,flat
"[0.01, 0.25, 0.5, 0.75, 0.9, 1.0]",1.0,70614106.5952,,,flat,,1.0,1.0,flat,,"[0.01, 0.25, 0.5, 0.75, 0.9, 1.0]",0.0,0.0,0.0,supplier_stock_node,supplier_stock_node::SDC-VD1091642A,Stock fournisseur SDC-VD1091642A,1.0,0.01,lower_is_riskier,,flat
"[0.01, 0.25, 0.5, 0.75, 0.9, 1.0]",1.0,70614106.5952,,,flat,,1.0,1.0,flat,,"[0.01, 0.25, 0.5, 0.75, 0.9, 1.0]",0.0,0.0,0.0,supplier_stock_node,supplier_stock_node::SDC-VD1095770A,Stock fournisseur SDC-VD1095770A,1.0,0.01,lower_is_riskier,,flat
"[0.01, 0.25, 0.5, 0.75, 0.9, 1.0]",1.0,70614106.5952,,,flat,,1.0,1.0,flat,,"[0.01, 0.25, 0.5, 0.75, 0.9, 1.0]",0.0,0.0,0.0,supplier_stock_node,supplier_stock_node::SDC-VD1096202A,Stock fournisseur SDC-VD1096202A,1.0,0.01,lower_is_riskier,,flat
