day,M-1430 | item:038005,M-1430 | item:042342,M-1430 | item:333362,M-1430 | item:344135,M-1430 | item:708073,M-1430 | item:730384,M-1430 | item:734545,M-1430 | item:773474,M-1810 | item:001757,M-1810 | item:001848,M-1810 | item:001893,M-1810 | item:002612,M-1810 | item:016332,M-1810 | item:029313,M-1810 | item:039668,M-1810 | item:049371,M-1810 | item:055703,M-1810 | item:099439,M-1810 | item:338928,M-1810 | item:338929,M-1810 | item:426331,M-1810 | item:693055,M-1810 | item:693710
10,0.437479,1508.55,25.0,25.0,0.19825,5.3,0.2,241.36795,0.0406,0.03045,0.19285,0.05075,0.01218,0.001015,0.001015,0.037555,0.00203,0.05075,25.0,25.0,0.275,10.15,700.0
11,0.437479,1508.55,25.0,25.0,0.19825,5.3,0.2,241.36795,0.0406,0.03045,0.19285,0.05075,0.01218,0.001015,0.001015,0.037555,0.00203,0.05075,25.0,25.0,0.275,10.15,700.0
12,0.437479,1508.55,25.0,25.0,0.19825,5.3,0.2,241.36795,0.0406,0.03045,0.19285,0.05075,0.01218,0.001015,0.001015,0.037555,0.00203,0.05075,25.0,25.0,0.275,10.15,700.0
13,0.437479,1508.55,25.0,25.0,0.19825,5.3,0.2,241.36795,0.0406,0.03045,0.19285,0.05075,0.01218,0.001015,0.001015,0.037555,0.00203,0.05075,25.0,25.0,0.275,10.15,700.0
14,0.437479,1508.55,25.0,25.0,0.19825,5.3,0.2,241.36795,0.0406,0.03045,0.19285,0.05075,0.01218,0.001015,0.001015,0.037555,0.00203,0.05075,25.0,25.0,0.275,10.15,700.0
15,0.437479,1508.55,25.0,25.0,0.19825,5.3,0.2,241.36795,0.0406,0.03045,0.19285,0.05075,0.01218,0.001015,0.001015,0.037555,0.00203,0.05075,25.0,25.0,0.275,10.15,700.0
16,0.437479,1508.55,25.0,25.0,0.19825,5.3,0.2,241.36795,0.0406,0.03045,0.19285,0.05075,0.01218,0.001015,0.001015,0.037555,0.00203,0.05075,25.0,25.0,0.275,10.15,700.0
17,0.437479,1508.55,25.0,25.0,0.19825,5.3,0.2,241.36795,0.0406,0.03045,0.19285,0.05075,0.01218,0.001015,0.001015,0.037555,0.00203,0.05075,25.0,25.0,0.275,10.15,700.0
18,0.437479,1508.55,25.0,25.0,0.19825,5.3,0.2,241.36795,0.0406,0.03045,0.19285,0.05075,0.01218,0.001015,0.001015,0.037555,0.00203,0.05075,25.0,25.0,0.275,10.15,700.0
19,0.437479,1508.55,25.0,25.0,0.19825,5.3,0.2,241.36795,0.0406,0.03045,0.19285,0.05075,0.01218,0.001015,0.001015,0.037555,0.00203,0.05075,25.0,25.0,0.275,10.15,700.0
20,0.437479,1508.55,25.0,25.0,0.19825,5.3,0.2,241.36795,0.0406,0.03045,0.19285,0.05075,0.01218,0.001015,0.001015,0.037555,0.00203,0.05075,25.0,25.0,0.275,10.15,700.0
21,0.437479,1508.55,25.0,25.0,0.19825,5.3,0.2,241.36795,0.0406,0.03045,0.19285,0.05075,0.01218,0.001015,0.001015,0.037555,0.00203,0.05075,25.0,25.0,0.275,10.15,700.0
22,0.437479,1508.55,25.0,25.0,0.19825,5.3,0.2,241.36795,0.0406,0.03045,0.19285,0.05075,0.01218,0.001015,0.001015,0.037555,0.00203,0.05075,25.0,25.0,0.275,10.15,700.0
23,0.437479,1508.55,25.0,25.0,0.19825,5.3,0.2,241.36795,0.0406,0.03045,0.19285,0.05075,0.01218,0.001015,0.001015,0.037555,0.00203,0.05075,25.0,25.0,0.275,10.15,700.0
24,0.437479,1508.55,25.0,25.0,0.19825,5.3,0.2,241.36795,0.0406,0.03045,0.19285,0.05075,0.01218,0.001015,0.001015,0.037555,0.00203,0.05075,25.0,25.0,0.275,10.15,700.0
25,0.437479,1508.55,25.0,25.0,0.19825,5.3,0.2,241.36795,0.0406,0.03045,0.19285,0.05075,0.01218,0.001015,0.001015,0.037555,0.00203,0.05075,25.0,25.0,0.275,10.15,700.0
26,0.437479,1508.55,25.0,25.0,0.19825,5.3,0.2,241.36795,0.0406,0.03045,0.19285,0.05075,0.01218,0.001015,0.001015,0.037555,0.00203,0.05075,25.0,25.0,0.275,10.15,700.0
27,0.437479,1508.55,25.0,25.0,0.19825,5.3,0.2,241.36795,0.0406,0.03045,0.19285,0.05075,0.01218,0.001015,0.001015,0.037555,0.00203,0.05075,25.0,25.0,0.275,10.15,700.0
28,0.437479,1508.55,25.0,25.0,0.19825,5.3,0.2,241.36795,0.0406,0.03045,0.19285,0.05075,0.01218,0.001015,0.001015,0.037555,0.00203,0.05075,25.0,25.0,0.275,10.15,700.0
29,0.437479,1508.55,25.0,25.0,0.19825,5.3,0.2,241.36795,0.0406,0.03045,0.19285,0.05075,0.01218,0.001015,0.001015,0.037555,0.00203,0.05075,25.0,25.0,0.275,10.15,700.0
