day,node_id,item_id,consumed_qty,uom
0,M-1430,item:038005,0.393731,KG
0,M-1430,item:042342,1357.695,UN
0,M-1430,item:333362,22.5,UN
0,M-1430,item:344135,22.5,UN
0,M-1430,item:708073,0.178425,KG
0,M-1430,item:730384,4.77,M
0,M-1430,item:734545,0.18,UN
0,M-1430,item:773474,217.231155,G
0,M-1810,item:001757,0.03654,KG
0,M-1810,item:001848,0.027405,KG
0,M-1810,item:001893,0.173565,KG
0,M-1810,item:002612,0.045675,KG
0,M-1810,item:016332,0.010962,KG
0,M-1810,item:029313,0.000914,KG
0,M-1810,item:039668,0.000914,KG
0,M-1810,item:049371,0.033799,KG
0,M-1810,item:055703,0.001827,KG
0,M-1810,item:099439,0.045675,KG
0,M-1810,item:338928,22.5,UN
0,M-1810,item:338929,22.5,UN
0,M-1810,item:426331,0.2475,UN
0,M-1810,item:693055,9.135,G
0,M-1810,item:693710,73.08,G
1,M-1430,item:038005,0.393731,KG
1,M-1430,item:042342,1357.695,UN
1,M-1430,item:333362,22.5,UN
1,M-1430,item:344135,22.5,UN
1,M-1430,item:708073,0.178425,KG
1,M-1430,item:730384,4.77,M
1,M-1430,item:734545,0.18,UN
1,M-1430,item:773474,217.231155,G
1,M-1810,item:001757,0.03654,KG
1,M-1810,item:001848,0.027405,KG
1,M-1810,item:001893,0.173565,KG
1,M-1810,item:002612,0.045675,KG
1,M-1810,item:016332,0.010962,KG
1,M-1810,item:029313,0.000914,KG
1,M-1810,item:039668,0.000914,KG
1,M-1810,item:049371,0.033799,KG
1,M-1810,item:055703,0.001827,KG
1,M-1810,item:099439,0.045675,KG
1,M-1810,item:338928,22.5,UN
1,M-1810,item:338929,22.5,UN
1,M-1810,item:426331,0.2475,UN
1,M-1810,item:693055,9.135,G
1,M-1810,item:693710,73.08,G
2,M-1430,item:038005,0.393731,KG
2,M-1430,item:042342,1357.695,UN
2,M-1430,item:333362,22.5,UN
2,M-1430,item:344135,22.5,UN
2,M-1430,item:708073,0.178425,KG
2,M-1430,item:730384,4.77,M
2,M-1430,item:734545,0.18,UN
2,M-1430,item:773474,217.231155,G
2,M-1810,item:001757,0.03654,KG
2,M-1810,item:001848,0.027405,KG
2,M-1810,item:001893,0.173565,KG
2,M-1810,item:002612,0.045675,KG
2,M-1810,item:016332,0.010962,KG
2,M-1810,item:029313,0.000914,KG
2,M-1810,item:039668,0.000914,KG
2,M-1810,item:049371,0.033799,KG
2,M-1810,item:055703,0.001827,KG
2,M-1810,item:099439,0.045675,KG
2,M-1810,item:338928,22.5,UN
2,M-1810,item:338929,22.5,UN
2,M-1810,item:426331,0.2475,UN
2,M-1810,item:693055,9.135,G
2,M-1810,item:693710,73.08,G
3,M-1430,item:038005,0.393731,KG
3,M-1430,item:042342,1357.695,UN
3,M-1430,item:333362,22.5,UN
3,M-1430,item:344135,22.5,UN
3,M-1430,item:708073,0.178425,KG
3,M-1430,item:730384,4.77,M
3,M-1430,item:734545,0.18,UN
3,M-1430,item:773474,217.231155,G
3,M-1810,item:001757,0.03654,KG
3,M-1810,item:001848,0.027405,KG
3,M-1810,item:001893,0.173565,KG
3,M-1810,item:002612,0.045675,KG
3,M-1810,item:016332,0.010962,KG
3,M-1810,item:029313,0.000914,KG
3,M-1810,item:039668,0.000914,KG
3,M-1810,item:049371,0.033799,KG
3,M-1810,item:055703,0.001827,KG
3,M-1810,item:099439,0.045675,KG
3,M-1810,item:338928,22.5,UN
3,M-1810,item:338929,22.5,UN
3,M-1810,item:426331,0.2475,UN
3,M-1810,item:693055,9.135,G
3,M-1810,item:693710,73.08,G
4,M-1430,item:038005,0.393731,KG
4,M-1430,item:042342,1357.695,UN
4,M-1430,item:333362,22.5,UN
4,M-1430,item:344135,22.5,UN
4,M-1430,item:708073,0.178425,KG
4,M-1430,item:730384,4.77,M
4,M-1430,item:734545,0.18,UN
4,M-1430,item:773474,217.231155,G
4,M-1810,item:001757,0.03654,KG
4,M-1810,item:001848,0.027405,KG
4,M-1810,item:001893,0.173565,KG
4,M-1810,item:002612,0.045675,KG
4,M-1810,item:016332,0.010962,KG
4,M-1810,item:029313,0.000914,KG
4,M-1810,item:039668,0.000914,KG
4,M-1810,item:049371,0.033799,KG
4,M-1810,item:055703,0.001827,KG
4,M-1810,item:099439,0.045675,KG
4,M-1810,item:338928,22.5,UN
4,M-1810,item:338929,22.5,UN
4,M-1810,item:426331,0.2475,UN
4,M-1810,item:693055,9.135,G
4,M-1810,item:693710,73.08,G
5,M-1430,item:038005,0.393731,KG
5,M-1430,item:042342,1357.695,UN
5,M-1430,item:333362,22.5,UN
5,M-1430,item:344135,22.5,UN
5,M-1430,item:708073,0.178425,KG
5,M-1430,item:730384,4.77,M
5,M-1430,item:734545,0.18,UN
5,M-1430,item:773474,217.231155,G
5,M-1810,item:001757,0.03654,KG
5,M-1810,item:001848,0.027405,KG
5,M-1810,item:001893,0.173565,KG
5,M-1810,item:002612,0.045675,KG
5,M-1810,item:016332,0.010962,KG
5,M-1810,item:029313,0.000914,KG
5,M-1810,item:039668,0.000914,KG
5,M-1810,item:049371,0.033799,KG
5,M-1810,item:055703,0.001827,KG
5,M-1810,item:099439,0.045675,KG
5,M-1810,item:338928,22.5,UN
5,M-1810,item:338929,22.5,UN
5,M-1810,item:426331,0.2475,UN
5,M-1810,item:693055,9.135,G
5,M-1810,item:693710,73.08,G
6,M-1430,item:038005,0.393731,KG
6,M-1430,item:042342,1357.695,UN
6,M-1430,item:333362,22.5,UN
6,M-1430,item:344135,22.5,UN
6,M-1430,item:708073,0.178425,KG
6,M-1430,item:730384,4.77,M
6,M-1430,item:734545,0.18,UN
6,M-1430,item:773474,217.231155,G
6,M-1810,item:001757,0.03654,KG
6,M-1810,item:001848,0.027405,KG
6,M-1810,item:001893,0.173565,KG
6,M-1810,item:002612,0.045675,KG
6,M-1810,item:016332,0.010962,KG
6,M-1810,item:029313,0.000914,KG
6,M-1810,item:039668,0.000914,KG
6,M-1810,item:049371,0.033799,KG
6,M-1810,item:055703,0.001827,KG
6,M-1810,item:099439,0.045675,KG
6,M-1810,item:338928,22.5,UN
6,M-1810,item:338929,22.5,UN
6,M-1810,item:426331,0.2475,UN
6,M-1810,item:693055,9.135,G
6,M-1810,item:693710,73.08,G
7,M-1430,item:038005,0.393731,KG
7,M-1430,item:042342,1357.695,UN
7,M-1430,item:333362,22.5,UN
7,M-1430,item:344135,22.5,UN
7,M-1430,item:708073,0.178425,KG
7,M-1430,item:730384,4.77,M
7,M-1430,item:734545,0.18,UN
7,M-1430,item:773474,217.231155,G
7,M-1810,item:001757,0.03654,KG
7,M-1810,item:001848,0.027405,KG
7,M-1810,item:001893,0.173565,KG
7,M-1810,item:002612,0.045675,KG
7,M-1810,item:016332,0.010962,KG
7,M-1810,item:029313,0.000914,KG
7,M-1810,item:039668,0.000914,KG
7,M-1810,item:049371,0.033799,KG
7,M-1810,item:055703,0.001827,KG
7,M-1810,item:099439,0.045675,KG
7,M-1810,item:338928,22.5,UN
7,M-1810,item:338929,22.5,UN
7,M-1810,item:426331,0.2475,UN
7,M-1810,item:693055,9.135,G
7,M-1810,item:693710,73.08,G
8,M-1430,item:038005,0.393731,KG
8,M-1430,item:042342,1357.695,UN
8,M-1430,item:333362,22.5,UN
8,M-1430,item:344135,22.5,UN
8,M-1430,item:708073,0.178425,KG
