day,node_id,output_item_id,desired_qty,planned_qty_after_lot_rule,actual_qty,cap_qty,max_from_inputs_qty,binding_cause,binding_input_item_id,shortfall_vs_desired_qty,shortfall_vs_lot_plan_qty,lot_policy_mode,lot_fixed_qty,lot_min_qty,lot_max_qty,lot_multiple_qty,max_lots_per_week,started_lots_this_week,requested_lot_starts,actual_lot_starts,campaign_requested_qty,campaign_started_qty,campaign_remaining_start_qty,campaign_remaining_end_qty
0,M-1430,item:268967,2562.857143,107800.0,0.0,154000.0,0.0,lot_campaign_blocked,,2562.857143,107800.0,fixed,107800.0,107800.0,107800.0,0.0,10,1,1,1,107800.0,107800.0,107800.0,107800.0
0,M-1810,item:268091,1900.0,14400.0,14400.0,203550.0,354000.0,none,,0.0,0.0,min_max,0.0,14400.0,142485.0,14400.0,10,1,1,1,14400.0,14400.0,14400.0,0.0
0,SDC-1450,item:773474,1486826.572,3200000.0,500000.0,500000.0,127751677.852349,capacity,,986826.572,2700000.0,fixed,3200000.0,0.0,0.0,0.0,0,1,1,1,3200000.0,3200000.0,3200000.0,2700000.0
1,M-1430,item:268967,2562.857143,107800.0,107800.0,154000.0,205125.0,none,,0.0,0.0,fixed,107800.0,107800.0,107800.0,0.0,10,1,0,0,0.0,0.0,107800.0,0.0
1,SDC-1450,item:773474,1386826.572,2700000.0,500000.0,500000.0,127251677.852349,capacity,,886826.572,2200000.0,fixed,3200000.0,0.0,0.0,0.0,0,1,0,0,0.0,0.0,2700000.0,2200000.0
2,M-1810,item:268091,1520.0,14400.0,14400.0,203550.0,939600.0,none,,0.0,0.0,min_max,0.0,14400.0,142485.0,14400.0,10,2,1,1,14400.0,14400.0,14400.0,0.0
2,SDC-1450,item:773474,1266826.572,2200000.0,500000.0,500000.0,126751677.852349,capacity,,766826.572,1700000.0,fixed,3200000.0,0.0,0.0,0.0,0,1,0,0,0.0,0.0,2200000.0,1700000.0
3,M-1810,item:268091,1384.0,14400.0,14400.0,203550.0,1125200.0,none,,0.0,0.0,min_max,0.0,14400.0,142485.0,14400.0,10,3,1,1,14400.0,14400.0,14400.0,0.0
3,SDC-1450,item:773474,1142826.572,1700000.0,500000.0,500000.0,126251677.852349,capacity,,642826.572,1200000.0,fixed,3200000.0,0.0,0.0,0.0,0,1,0,0,0.0,0.0,1700000.0,1200000.0
4,SDC-1450,item:773474,1018026.572,1200000.0,500000.0,500000.0,125751677.852349,capacity,,518026.572,700000.0,fixed,3200000.0,0.0,0.0,0.0,0,1,0,0,0.0,0.0,1200000.0,700000.0
5,SDC-1450,item:773474,893066.572,700000.0,500000.0,500000.0,125251677.852349,capacity,,393066.572,200000.0,fixed,3200000.0,0.0,0.0,0.0,0,1,0,0,0.0,0.0,700000.0,200000.0
6,SDC-1450,item:773474,768074.572,200000.0,200000.0,500000.0,124751677.852349,none,,568074.572,0.0,fixed,3200000.0,0.0,0.0,0.0,0,1,0,0,0.0,0.0,200000.0,0.0
7,M-1810,item:268091,2282.171429,14400.0,14400.0,203550.0,1225078.454758,none,,0.0,0.0,min_max,0.0,14400.0,142485.0,14400.0,10,1,1,1,14400.0,14400.0,14400.0,0.0
7,SDC-1450,item:773474,703076.172,3200000.0,500000.0,500000.0,124551677.852349,capacity,,203076.172,2700000.0,fixed,3200000.0,0.0,0.0,0.0,0,1,1,1,3200000.0,3200000.0,3200000.0,2700000.0
8,M-1810,item:268091,238.605715,14400.0,14400.0,203550.0,1210678.454758,none,,0.0,0.0,min_max,0.0,14400.0,142485.0,14400.0,10,2,1,1,14400.0,14400.0,14400.0,0.0
8,SDC-1450,item:773474,590076.492,2700000.0,500000.0,500000.0,124051677.852349,capacity,,90076.492,2200000.0,fixed,3200000.0,0.0,0.0,0.0,0,1,0,0,0.0,0.0,2700000.0,2200000.0
9,M-1430,item:268967,4778.37143,107800.0,97325.0,154000.0,97325.0,input_shortage,item:734545,0.0,10475.0,fixed,107800.0,107800.0,107800.0,0.0,10,1,1,1,107800.0,107800.0,107800.0,10475.0
9,M-1810,item:268091,4129.892572,14400.0,14400.0,203550.0,1196278.454758,none,,0.0,0.0,min_max,0.0,14400.0,142485.0,14400.0,10,3,1,1,14400.0,14400.0,14400.0,0.0
9,SDC-1450,item:773474,467476.556,2200000.0,500000.0,500000.0,123551677.852349,capacity,,0.0,1700000.0,fixed,3200000.0,0.0,0.0,0.0,0,1,0,0,0.0,0.0,2200000.0,1700000.0
10,M-1430,item:268967,0.0,10475.0,0.0,154000.0,0.0,lot_campaign_blocked,,0.0,10475.0,fixed,107800.0,107800.0,107800.0,0.0,10,1,0,0,0.0,0.0,10475.0,10475.0
10,M-1810,item:268091,4908.149943,14400.0,14400.0,203550.0,1181878.454758,none,,0.0,0.0,min_max,0.0,14400.0,142485.0,14400.0,10,4,1,1,14400.0,14400.0,14400.0,0.0
10,SDC-1450,item:773474,342956.5688,1700000.0,500000.0,500000.0,123051677.852349,capacity,,0.0,1200000.0,fixed,3200000.0,0.0,0.0,0.0,0,1,0,0,0.0,0.0,1700000.0,1200000.0
11,M-1430,item:268967,0.0,10475.0,0.0,154000.0,0.0,lot_campaign_blocked,,0.0,10475.0,fixed,107800.0,107800.0,107800.0,0.0,10,1,0,0,0.0,0.0,10475.0,10475.0
11,M-1810,item:268091,4153.02999,14400.0,14400.0,203550.0,1167478.454758,none,,0.0,0.0,min_max,0.0,14400.0,142485.0,14400.0,10,5,1,1,14400.0,14400.0,14400.0,0.0
11,SDC-1450,item:773474,218052.57136,1200000.0,500000.0,500000.0,122551677.852349,capacity,,0.0,700000.0,fixed,3200000.0,0.0,0.0,0.0,0,1,0,0,0.0,0.0,1200000.0,700000.0
12,M-1430,item:268967,0.0,10475.0,0.0,154000.0,0.0,lot_campaign_blocked,,0.0,10475.0,fixed,107800.0,107800.0,107800.0,0.0,10,1,0,0,0.0,0.0,10475.0,10475.0
12,M-1810,item:268091,2142.548856,14400.0,14400.0,203550.0,1153078.454758,none,,0.0,0.0,min_max,0.0,14400.0,142485.0,14400.0,10,6,1,1,14400.0,14400.0,14400.0,0.0
12,SDC-1450,item:773474,93071.771872,700000.0,500000.0,500000.0,122051677.852349,capacity,,0.0,200000.0,fixed,3200000.0,0.0,0.0,0.0,0,1,0,0,0.0,0.0,700000.0,200000.0
13,M-1430,item:268967,0.0,10475.0,0.0,154000.0,0.0,lot_campaign_blocked,,0.0,10475.0,fixed,107800.0,107800.0,107800.0,0.0,10,1,0,0,0.0,0.0,10475.0,10475.0
13,SDC-1450,item:773474,0.0,200000.0,200000.0,500000.0,121551677.852349,none,,0.0,0.0,fixed,3200000.0,0.0,0.0,0.0,0,1,0,0,0.0,0.0,200000.0,0.0
14,M-1430,item:268967,0.0,10475.0,0.0,154000.0,0.0,lot_campaign_blocked,,0.0,10475.0,fixed,107800.0,107800.0,107800.0,0.0,10,0,0,0,0.0,0.0,10475.0,10475.0
14,M-1810,item:268091,2283.542858,14400.0,14400.0,203550.0,1138678.454758,none,,0.0,0.0,min_max,0.0,14400.0,142485.0,14400.0,10,1,1,1,14400.0,14400.0,14400.0,0.0
15,M-1430,item:268967,0.0,10475.0,0.0,154000.0,0.0,lot_campaign_blocked,,0.0,10475.0,fixed,107800.0,107800.0,107800.0,0.0,10,0,0,0,0.0,0.0,10475.0,10475.0
15,M-1810,item:268091,880.794287,14400.0,14400.0,203550.0,1124278.454758,none,,0.0,0.0,min_max,0.0,14400.0,142485.0,14400.0,10,2,1,1,14400.0,14400.0,14400.0,0.0
16,M-1430,item:268967,0.0,10475.0,0.0,154000.0,0.0,lot_campaign_blocked,,0.0,10475.0,fixed,107800.0,107800.0,107800.0,0.0,10,0,0,0,0.0,0.0,10475.0,10475.0
16,M-1810,item:268091,5530.216001,14400.0,14400.0,203550.0,1109878.454758,none,,0.0,0.0,min_max,0.0,14400.0,142485.0,14400.0,10,3,1,1,14400.0,14400.0,14400.0,0.0
17,M-1430,item:268967,0.0,10475.0,0.0,154000.0,0.0,lot_campaign_blocked,,0.0,10475.0,fixed,107800.0,107800.0,107800.0,0.0,10,0,0,0,0.0,0.0,10475.0,10475.0
17,M-1810,item:268091,5053.271773,14400.0,14400.0,203550.0,1095478.454758,none,,0.0,0.0,min_max,0.0,14400.0,142485.0,14400.0,10,4,1,1,14400.0,14400.0,14400.0,0.0
18,M-1430,item:268967,0.0,10475.0,0.0,154000.0,0.0,lot_campaign_blocked,,0.0,10475.0,fixed,107800.0,107800.0,107800.0,0.0,10,0,0,0,0.0,0.0,10475.0,10475.0
