day,demand,served,backlog_end,arrivals_qty,produced_qty,shipped_qty,inventory_total,holding_cost_day,transport_cost_day,purchase_cost_day,external_procured_ordered_qty,external_procured_arrived_qty,external_procured_rejected_qty
0,44.0,44.0,0.0,0.0,44.0,585.271,37031.919,1180.1462,61.5312,44.949,1039.9344,0.0,0.0
1,44.0,44.0,0.0,77.952,44.0,219.7729,35202.3962,1118.725,109.8942,71.412,2551.8635,0.0,0.0
2,44.0,44.0,0.0,0.0,44.0,213.1751,33173.7232,1052.6329,146.1142,89.4803,3465.8152,0.0,732.371
3,48.0,48.0,0.0,143.5161,46.696,226.1034,31160.5066,982.5198,147.9266,91.3919,3499.8359,0.0,2448.2683
4,52.0,52.0,0.0,91.7388,48.5392,1298.3536,29050.5674,914.6413,182.3175,102.9441,3499.8359,1039.9344,3158.2519
5,56.0,56.0,0.0,337.1482,50.0,2844.1394,27141.3418,845.2094,232.2196,119.0595,3499.8359,2551.8635,2356.3064
6,56.0,56.0,0.0,326.5936,50.0,3782.9952,25196.6576,781.3126,262.9005,128.448,3499.8359,3465.8152,640.4091
7,56.0,56.0,0.0,248.8202,50.0,3737.5454,23253.6704,713.66,217.6461,111.4227,2418.1601,3499.8359,6.6373
8,52.0,48.0,4.0,149.9319,49.492,3672.3831,21321.1481,652.7766,148.5136,96.9218,738.3053,3499.8359,0.0
9,48.0,26.48,25.52,249.22,47.4984,2398.2686,20925.5768,648.7937,87.4194,93.3528,200.0,3499.8359,28.4512
10,44.0,64.096,5.424,381.2237,44.9917,1625.1071,21542.3262,669.7674,61.887,85.3409,200.0,3499.8359,118.4346
11,44.0,26.52,22.904,3373.1132,44.1983,1685.7527,23970.0445,758.8646,62.7922,90.9187,200.0,2418.1601,172.3608
12,44.0,66.904,0.0,3791.2752,44.0397,2005.9604,24653.7467,781.9601,74.3363,108.9757,200.0,738.3053,126.9858
13,48.0,28.52,19.48,3071.4941,46.6999,2103.1474,23910.9256,753.0036,76.0604,120.3263,200.0,200.0,20.3856
14,52.0,24.0,47.48,1143.7068,48.54,1706.4587,21632.9113,684.4435,76.5619,98.4537,523.8694,200.0,0.0
15,56.0,100.492,2.988,3223.0541,50.0,483.4386,22573.9369,743.5681,99.0708,87.0971,2060.2286,200.0,0.0
16,56.0,58.988,0.0,1814.0771,50.0,361.1759,22269.7522,736.522,149.4298,94.6725,3386.2771,200.0,406.4038
17,56.0,11.2269,44.7731,704.3251,50.0,273.1799,20991.5726,676.1553,150.0098,93.3499,3499.8359,200.0,2042.763
18,52.0,24.492,72.2811,4611.3896,49.492,696.3363,23544.0963,794.9007,163.895,97.4438,3502.4731,523.8694,3350.719
19,48.0,85.8883,34.3928,509.6527,47.4984,2369.3741,21938.8366,739.0376,218.5163,113.6302,3512.6231,2060.2286,2882.7702
20,44.0,20.0,58.3928,209.5382,44.9917,3631.5135,20308.0313,685.2245,258.1408,125.4242,3520.1359,3386.2771,933.8343
21,44.0,11.85,90.5428,290.1404,44.1983,3726.5527,18708.3225,631.5117,221.9489,114.2863,2516.3315,3499.8359,20.7567
22,44.0,46.0384,88.5044,908.3226,44.0397,3694.4423,17605.6235,576.5582,150.8454,100.2013,761.4882,3502.4731,17.251
23,48.0,136.5044,0.0,2418.2962,46.6999,2505.3381,19012.0526,619.4718,90.5937,94.7357,220.3,3512.6231,49.6484
24,52.0,38.342,13.658,677.9682,48.54,1925.5452,19355.007,615.8111,71.7201,89.1456,220.3,3520.1359,135.9856
25,56.0,46.4997,23.1583,263.5009,50.0,2027.0427,18163.1992,573.9462,75.3221,98.6086,212.6812,2516.3315,178.5592
26,56.0,40.8452,38.3131,1550.7072,50.0,2051.2224,16485.2292,512.1563,74.3629,111.7551,202.5312,761.4882,135.5846
27,56.0,45.2399,49.0732,242.6341,50.0,2173.1275,12831.698,391.8958,79.26,121.3989,200.0,220.3,35.5846
28,52.0,67.1996,33.8736,3399.6951,49.492,1080.8514,13441.735,434.5791,82.7924,109.3236,1162.6147,220.3,0.0
29,48.0,0.0,81.8736,3070.9565,47.4984,349.9689,14655.5252,498.8006,116.8982,99.7552,2627.5211,212.6812,0.0
