record_index,system,component,edge,from,to,distance_km_haversine,modes,confidence,note
108,Ens. Tablette repas,kydex,T2->T1,Plastiservice Charleroi,ETS Gattefin,401.9,truck,medium_high,regional lane under 800 km
108,Ens. Tablette repas,kydex,T2->T1,Plastiservice Charleroi,JAMCO Aircraft Interiors - Niigata,9238.7,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
108,Ens. Tablette repas,kydex,T2->T1,Plastiservice Charleroi,JAMCO Aircraft Interiors - Miyazaki,9479.0,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
108,Ens. Tablette repas,kydex,T2->T1,Plastiservice Charleroi,JAMCO Philippines Inc.,10444.4,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
108,Ens. Tablette repas,kydex,T2->T1,Plastiform,ESPACE,587.4,truck,medium_high,regional lane under 800 km
108,Ens. Tablette repas,kydex,T2->T1,Plastiform,Celso SAS,522.9,truck,medium_high,regional lane under 800 km
108,Ens. Tablette repas,kydex,T2->T1,Plastiform,MGA Villeneuve St Lot,522.1,truck,medium_high,regional lane under 800 km
108,Ens. Tablette repas,kydex,T2->T1,Plastiform,ETS Gattefin,289.4,truck,medium_high,regional lane under 800 km
108,Ens. Tablette repas,kydex,T2->T1,Plastiform,JAMCO Aircraft Interiors - Niigata,9462.4,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
108,Ens. Tablette repas,kydex,T2->T1,Plastiform,JAMCO Aircraft Interiors - Miyazaki,9654.3,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
108,Ens. Tablette repas,kydex,T2->T1,Plastiform,JAMCO Philippines Inc.,10512.1,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
108,Ens. Tablette repas,kydex,T1->OEM,ESPACE,Safran Seats / Safran internal group,490.2,truck,medium_high,regional lane under 800 km
108,Ens. Tablette repas,kydex,T1->OEM,Celso SAS,Safran Seats / Safran internal group,544.3,truck,medium_high,regional lane under 800 km
108,Ens. Tablette repas,kydex,T1->OEM,MGA Villeneuve St Lot,Safran Seats / Safran internal group,499.6,truck,medium_high,regional lane under 800 km
108,Ens. Tablette repas,kydex,T1->OEM,ETS Gattefin,Safran Seats / Safran internal group,186.9,truck,medium_high,regional lane under 800 km
108,Ens. Tablette repas,kydex,T1->OEM,JAMCO Aircraft Interiors - Niigata,Safran Seats / Safran internal group,9489.6,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
108,Ens. Tablette repas,kydex,T1->OEM,JAMCO Aircraft Interiors - Miyazaki,Safran Seats / Safran internal group,9734.7,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
108,Ens. Tablette repas,kydex,T1->OEM,JAMCO Philippines Inc.,Safran Seats / Safran internal group,10691.9,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
109,Stowage assemblé avec porte,kydex,T4->T3,"Shandong Loyal Chemical Co., Ltd.",Toray Industries,1797.1,truck|rail,medium_low,regional long lane; rail/truck baseline pending freight validation
109,Stowage assemblé avec porte,kydex,T4->T3,"Shandong Loyal Chemical Co., Ltd.",EXSTO / Baule-Exsto Polymere,8650.1,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
109,Stowage assemblé avec porte,kydex,T4->T3,ChemChina,Toray Industries,1889.3,truck|rail,medium_low,regional long lane; rail/truck baseline pending freight validation
109,Stowage assemblé avec porte,kydex,T4->T3,ChemChina,EXSTO / Baule-Exsto Polymere,8341.9,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
109,Stowage assemblé avec porte,kydex,T4->T3,Orbia / Mexichem,Toray Industries,11532.5,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
109,Stowage assemblé avec porte,kydex,T4->T3,Orbia / Mexichem,EXSTO / Baule-Exsto Polymere,9538.3,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
109,Stowage assemblé avec porte,kydex,T4->T3,Bayer,Toray Industries,8961.5,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
109,Stowage assemblé avec porte,kydex,T4->T3,Bayer,EXSTO / Baule-Exsto Polymere,911.6,truck|rail,medium,European long regional lane; rail/truck baseline
109,Stowage assemblé avec porte,kydex,T4->T3,BASF,Toray Industries,9329.2,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
109,Stowage assemblé avec porte,kydex,T4->T3,BASF,EXSTO / Baule-Exsto Polymere,553.6,truck,medium_high,regional lane under 800 km
109,Stowage assemblé avec porte,kydex,T3->T2,Toray Industries,SEKISUI KYDEX,10890.8,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
109,Stowage assemblé avec porte,kydex,T3->T2,Toray Industries,Ensinger,9394.3,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
109,Stowage assemblé avec porte,kydex,T3->T2,Toray Industries,DuPont de Nemours,11204.8,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
109,Stowage assemblé avec porte,kydex,T3->T2,Toray Industries,Plastiforme,9630.2,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
109,Stowage assemblé avec porte,kydex,T3->T2,Toray Industries,Plastiservice Charleroi,9423.5,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
109,Stowage assemblé avec porte,kydex,T3->T2,Toray Industries,Plastiform,9630.2,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
109,Stowage assemblé avec porte,kydex,T3->T2,EXSTO / Baule-Exsto Polymere,SEKISUI KYDEX,6348.4,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
109,Stowage assemblé avec porte,kydex,T3->T2,EXSTO / Baule-Exsto Polymere,Ensinger,477.5,truck,medium_high,regional lane under 800 km
109,Stowage assemblé avec porte,kydex,T3->T2,EXSTO / Baule-Exsto Polymere,DuPont de Nemours,6646.6,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
109,Stowage assemblé avec porte,kydex,T3->T2,EXSTO / Baule-Exsto Polymere,Plastiforme,258.3,truck,medium_high,regional lane under 800 km
109,Stowage assemblé avec porte,kydex,T3->T2,EXSTO / Baule-Exsto Polymere,Plastiservice Charleroi,602.5,truck,medium_high,regional lane under 800 km
109,Stowage assemblé avec porte,kydex,T3->T2,EXSTO / Baule-Exsto Polymere,Plastiform,258.3,truck,medium_high,regional lane under 800 km
109,Stowage assemblé avec porte,kydex,T2->T1,SEKISUI KYDEX,ESPACE,5956.0,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
109,Stowage assemblé avec porte,kydex,T2->T1,SEKISUI KYDEX,Celso SAS,6137.7,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
109,Stowage assemblé avec porte,kydex,T2->T1,SEKISUI KYDEX,MGA Villeneuve St Lot,6072.9,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
109,Stowage assemblé avec porte,kydex,T2->T1,SEKISUI KYDEX,ETS Gattefin,6049.3,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
109,Stowage assemblé avec porte,kydex,T2->T1,SEKISUI KYDEX,JAMCO Aircraft Interiors - Niigata,10499.5,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
109,Stowage assemblé avec porte,kydex,T2->T1,SEKISUI KYDEX,JAMCO Aircraft Interiors - Miyazaki,11418.6,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
109,Stowage assemblé avec porte,kydex,T2->T1,SEKISUI KYDEX,JAMCO Philippines Inc.,13522.5,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
109,Stowage assemblé avec porte,kydex,T2->T1,Ensinger,ESPACE,832.1,truck|rail,medium,European long regional lane; rail/truck baseline
109,Stowage assemblé avec porte,kydex,T2->T1,Ensinger,Celso SAS,767.7,truck,medium_high,regional lane under 800 km
109,Stowage assemblé avec porte,kydex,T2->T1,Ensinger,MGA Villeneuve St Lot,768.9,truck,medium_high,regional lane under 800 km
109,Stowage assemblé avec porte,kydex,T2->T1,Ensinger,ETS Gattefin,514.0,truck,medium_high,regional lane under 800 km
109,Stowage assemblé avec porte,kydex,T2->T1,Ensinger,JAMCO Aircraft Interiors - Niigata,9231.0,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
109,Stowage assemblé avec porte,kydex,T2->T1,Ensinger,JAMCO Aircraft Interiors - Miyazaki,9412.3,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
109,Stowage assemblé avec porte,kydex,T2->T1,Ensinger,JAMCO Philippines Inc.,10266.8,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
109,Stowage assemblé avec porte,kydex,T2->T1,DuPont de Nemours,ESPACE,6242.7,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
109,Stowage assemblé avec porte,kydex,T2->T1,DuPont de Nemours,Celso SAS,6423.1,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
109,Stowage assemblé avec porte,kydex,T2->T1,DuPont de Nemours,MGA Villeneuve St Lot,6359.9,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
109,Stowage assemblé avec porte,kydex,T2->T1,DuPont de Nemours,ETS Gattefin,6353.7,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
109,Stowage assemblé avec porte,kydex,T2->T1,DuPont de Nemours,JAMCO Aircraft Interiors - Niigata,10811.2,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
109,Stowage assemblé avec porte,kydex,T2->T1,DuPont de Nemours,JAMCO Aircraft Interiors - Miyazaki,11745.7,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
109,Stowage assemblé avec porte,kydex,T2->T1,DuPont de Nemours,JAMCO Philippines Inc.,13866.8,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
109,Stowage assemblé avec porte,kydex,T2->T1,Plastiforme,ESPACE,587.5,truck,medium_high,regional lane under 800 km
109,Stowage assemblé avec porte,kydex,T2->T1,Plastiforme,Celso SAS,522.9,truck,medium_high,regional lane under 800 km
109,Stowage assemblé avec porte,kydex,T2->T1,Plastiforme,MGA Villeneuve St Lot,522.1,truck,medium_high,regional lane under 800 km
109,Stowage assemblé avec porte,kydex,T2->T1,Plastiforme,ETS Gattefin,289.4,truck,medium_high,regional lane under 800 km
109,Stowage assemblé avec porte,kydex,T2->T1,Plastiforme,JAMCO Aircraft Interiors - Niigata,9462.4,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
109,Stowage assemblé avec porte,kydex,T2->T1,Plastiforme,JAMCO Aircraft Interiors - Miyazaki,9654.2,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
109,Stowage assemblé avec porte,kydex,T2->T1,Plastiforme,JAMCO Philippines Inc.,10512.0,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
109,Stowage assemblé avec porte,kydex,T2->T1,Plastiservice Charleroi,ESPACE,737.1,truck,medium_high,regional lane under 800 km
109,Stowage assemblé avec porte,kydex,T2->T1,Plastiservice Charleroi,Celso SAS,761.8,truck,medium_high,regional lane under 800 km
109,Stowage assemblé avec porte,kydex,T2->T1,Plastiservice Charleroi,MGA Villeneuve St Lot,728.7,truck,medium_high,regional lane under 800 km
109,Stowage assemblé avec porte,kydex,T2->T1,Plastiservice Charleroi,ETS Gattefin,401.9,truck,medium_high,regional lane under 800 km
109,Stowage assemblé avec porte,kydex,T2->T1,Plastiservice Charleroi,JAMCO Aircraft Interiors - Niigata,9238.7,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
109,Stowage assemblé avec porte,kydex,T2->T1,Plastiservice Charleroi,JAMCO Aircraft Interiors - Miyazaki,9479.0,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
109,Stowage assemblé avec porte,kydex,T2->T1,Plastiservice Charleroi,JAMCO Philippines Inc.,10444.4,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
109,Stowage assemblé avec porte,kydex,T2->T1,Plastiform,ESPACE,587.4,truck,medium_high,regional lane under 800 km
109,Stowage assemblé avec porte,kydex,T2->T1,Plastiform,Celso SAS,522.9,truck,medium_high,regional lane under 800 km
109,Stowage assemblé avec porte,kydex,T2->T1,Plastiform,MGA Villeneuve St Lot,522.1,truck,medium_high,regional lane under 800 km
109,Stowage assemblé avec porte,kydex,T2->T1,Plastiform,ETS Gattefin,289.4,truck,medium_high,regional lane under 800 km
109,Stowage assemblé avec porte,kydex,T2->T1,Plastiform,JAMCO Aircraft Interiors - Niigata,9462.4,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
109,Stowage assemblé avec porte,kydex,T2->T1,Plastiform,JAMCO Aircraft Interiors - Miyazaki,9654.3,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
109,Stowage assemblé avec porte,kydex,T2->T1,Plastiform,JAMCO Philippines Inc.,10512.1,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
109,Stowage assemblé avec porte,kydex,T1->OEM,ESPACE,Safran Seats / Safran internal group,490.2,truck,medium_high,regional lane under 800 km
109,Stowage assemblé avec porte,kydex,T1->OEM,Celso SAS,Safran Seats / Safran internal group,544.3,truck,medium_high,regional lane under 800 km
109,Stowage assemblé avec porte,kydex,T1->OEM,MGA Villeneuve St Lot,Safran Seats / Safran internal group,499.6,truck,medium_high,regional lane under 800 km
109,Stowage assemblé avec porte,kydex,T1->OEM,ETS Gattefin,Safran Seats / Safran internal group,186.9,truck,medium_high,regional lane under 800 km
109,Stowage assemblé avec porte,kydex,T1->OEM,JAMCO Aircraft Interiors - Niigata,Safran Seats / Safran internal group,9489.6,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
109,Stowage assemblé avec porte,kydex,T1->OEM,JAMCO Aircraft Interiors - Miyazaki,Safran Seats / Safran internal group,9734.7,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
109,Stowage assemblé avec porte,kydex,T1->OEM,JAMCO Philippines Inc.,Safran Seats / Safran internal group,10691.9,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
110,Ens. Coque,NIDA - GLO (moulage par injection plastique),T4->T3,Mitsubishi Chemical,Toray Industries,223.5,truck,medium_high,regional lane under 800 km
110,Ens. Coque,NIDA - GLO (moulage par injection plastique),T4->T3,Mitsubishi Chemical,EXSTO / Baule-Exsto Polymere,9960.3,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
110,Ens. Coque,NIDA - GLO (moulage par injection plastique),T4->T3,BASF,Toray Industries,9329.2,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
110,Ens. Coque,NIDA - GLO (moulage par injection plastique),T4->T3,BASF,EXSTO / Baule-Exsto Polymere,553.6,truck,medium_high,regional lane under 800 km
110,Ens. Coque,NIDA - GLO (moulage par injection plastique),T3->T2,Toray Industries,Krohne,8936.5,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
110,Ens. Coque,NIDA - GLO (moulage par injection plastique),T3->T2,Toray Industries,DuPont de Nemours,11204.8,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
110,Ens. Coque,NIDA - GLO (moulage par injection plastique),T3->T2,Toray Industries,Ensinger,9394.3,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
110,Ens. Coque,NIDA - GLO (moulage par injection plastique),T3->T2,Toray Industries,Plastiform,9630.2,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
110,Ens. Coque,NIDA - GLO (moulage par injection plastique),T3->T2,Toray Industries,Plastitek,9588.4,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
110,Ens. Coque,NIDA - GLO (moulage par injection plastique),T3->T2,EXSTO / Baule-Exsto Polymere,Krohne,936.2,truck|rail,medium,European long regional lane; rail/truck baseline
110,Ens. Coque,NIDA - GLO (moulage par injection plastique),T3->T2,EXSTO / Baule-Exsto Polymere,DuPont de Nemours,6646.6,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
110,Ens. Coque,NIDA - GLO (moulage par injection plastique),T3->T2,EXSTO / Baule-Exsto Polymere,Ensinger,477.5,truck,medium_high,regional lane under 800 km
110,Ens. Coque,NIDA - GLO (moulage par injection plastique),T3->T2,EXSTO / Baule-Exsto Polymere,Plastiform,258.3,truck,medium_high,regional lane under 800 km
110,Ens. Coque,NIDA - GLO (moulage par injection plastique),T3->T2,EXSTO / Baule-Exsto Polymere,Plastitek,602.1,truck,medium_high,regional lane under 800 km
110,Ens. Coque,NIDA - GLO (moulage par injection plastique),T2->T1,Krohne,JAMCO Aircraft Interiors - Niigata,8777.8,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
110,Ens. Coque,NIDA - GLO (moulage par injection plastique),T2->T1,DuPont de Nemours,JAMCO Aircraft Interiors - Niigata,10811.2,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
110,Ens. Coque,NIDA - GLO (moulage par injection plastique),T2->T1,Ensinger,JAMCO Aircraft Interiors - Niigata,9231.0,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
110,Ens. Coque,NIDA - GLO (moulage par injection plastique),T2->T1,Plastiform,JAMCO Aircraft Interiors - Niigata,9462.4,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
110,Ens. Coque,NIDA - GLO (moulage par injection plastique),T2->T1,Plastitek,JAMCO Aircraft Interiors - Niigata,9396.3,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
110,Ens. Coque,NIDA - GLO (moulage par injection plastique),T1->OEM,JAMCO Aircraft Interiors - Niigata,Safran Seats / Safran internal group,9489.6,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
111,Ceinture de sécurité,nylon,T4->T3,Mitsubishi Chemical,Toray Industries,224.2,truck,medium_high,regional lane under 800 km
111,Ceinture de sécurité,nylon,T4->T3,Total,Toray Industries,9660.1,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
111,Ceinture de sécurité,nylon,T4->T3,BASF,Toray Industries,9328.8,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
111,Ceinture de sécurité,nylon,T4->T3,Arkema S.A,Toray Industries,9800.5,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
111,Ceinture de sécurité,nylon,T3->T2,Toray Industries,DuPont de Nemours,11205.1,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
111,Ceinture de sécurité,nylon,T3->T2,Toray Industries,Ensinger,9393.9,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
