supplier_id,supplier_name,item_id,dst_node_id,edge_id,uom,input_initial_stock_qty,simulated_opening_stock_qty,base_stock_qty,min_stock_end_of_day,avg_stock_end_of_day,final_stock_end_of_day,neutral_opening_stock_floor_qty,neutral_opening_stock_reducible_qty,neutral_opening_stock_scale,nominal_capacity_qty_per_day,effective_capacity_qty_per_day,capacity_basis,applied_capacity_scale,explicit_capacity_qty_per_day,process_capacity_qty_per_day,downstream_requirement_qty_per_day,downstream_signal_qty_per_day,avg_capacity_utilization,max_capacity_utilization,capacity_active_days,max_capacity_used_qty_per_day,neutral_capacity_floor_qty_per_day,industrial_capacity_target_utilization,industrial_capacity_profile,industrial_nominal_capacity_qty_per_day,industrial_peak_utilization_if_nominal,current_capacity_headroom_vs_industrial_nominal,tested_capacity_floor_qty_per_day,tested_capacity_floor_factor,neutral_capacity_scale_if_nominal,current_capacity_headroom_factor,current_capacity_headroom_vs_tested_floor,capacity_floor_basis,planned_lead_time_days,lead_time_type,lead_time_stages,lead_time_source,lead_time_is_default,lead_reference_days,lead_cover_days,delay_step_limit,nominal_reliability_otif,reliability_source,standard_order_qty,standard_order_uom,mrp_share,mrp_rank,unit_purchase_cost,unit_transport_cost,total_shipped_qty,total_pulled_qty,shipment_rows,first_shipment_day,last_shipment_day
SDC-VD0500655A,Supplier of Raw Materials - VD0500655A,item:002612,M-1810,edge:SDC-VD0500655A_TO_M-1810_002612,KG,180.0,21600.0,21600.0,0.0,24614.074336,25049.376,21600.0,0.0,1.0,635.294118,21600.0,downstream_requirement+fia_hint+standard_lot_floor,16.0,0.0,0.0,413.2065,29.232,0.000548,1.0,1,21600.0,21600.0,0.7,raw_material_qualified_pharma,30857.142857,0.7,0.7,54000.0,2.5,1.0,1.0,0.4,max_daily_pulled_qty_observed_x2.5_tested,28.0,erlang_pipeline,4,case_data_fia,False,28,34,56,1.0,service_level.otif,21600.0,KG,0.05,4,1.34,0.21034,21600.0,21600.0,1,3,3
SDC-VD0505677A,Supplier of Raw Materials - VD0505677A,item:099439,M-1810,edge:SDC-VD0505677A_TO_M-1810_099439,KG,180.0,11569.782,11569.782,554.673,16610.780162,17354.673,11015.109,554.673,0.952058,516.508125,8264.13,downstream_requirement,16.0,0.0,0.0,413.2065,29.232,0.002785,0.50822,10,4200.0,4200.0,0.7,raw_material_qualified_pharma,6000.0,0.7,1.377355,10500.0,2.5,1.0,1.96765,0.78706,max_daily_pulled_qty_observed_x2.5_tested,35.0,erlang_pipeline,4,case_data_fia,False,35,42,70,1.0,service_level.otif,4200.0,KG,1.0,1,9.17,0.17246,42000.0,42000.0,10,0,1457
SDC-VD0508918A,Supplier of Packaging - VD0508918A,item:730384,M-1430,edge:SDC-VD0508918A_TO_M-1430_730384,M,180.0,914144.0,914144.0,174144.0,1921666.777534,2056824.0,740000.0,174144.0,0.8095,40810.0,652960.0,downstream_requirement,16.0,0.0,0.0,32648.0,22853.6,0.002794,0.56665,9,370000.0,370000.0,0.75,packaging_qualified_pharma,493333.333333,0.75,1.323568,925000.0,2.5,1.0,1.764757,0.705903,max_daily_pulled_qty_observed_x2.5_tested,56.0,erlang_pipeline,4,case_data_fia,False,56,68,112,1.0,service_level.otif,370000.0,M,1.0,1,0.01,0.04032,3330000.0,3330000.0,9,0,1515
SDC-VD0514881A,Supplier of Raw Materials - VD0514881A,item:016332,M-1810,edge:SDC-VD0514881A_TO_M-1810_016332,KG,180.0,2776.74768,2776.74768,53.49536,10238.963296,1051.74816,2723.25232,53.49536,0.980735,123.96195,1983.3912,downstream_requirement,16.0,0.0,0.0,99.16956,7.01568,0.005774,0.554606,19,1100.0,1100.0,0.7,raw_material_qualified_pharma,1571.428571,0.7,1.262158,2750.0,2.5,1.0,1.803083,0.721233,max_daily_pulled_qty_observed_x2.5_tested,49.0,erlang_pipeline,4,case_data_fia,False,49,59,98,1.0,service_level.otif,1100.0,KG,1.0,1,27.62,0.37312,20900.0,20900.0,19,0,1822
SDC-VD0518684A,Supplier of Raw Materials - VD0518684A,item:001893,M-1810,edge:SDC-VD0518684A_TO_M-1810_001893,KG,180.0,22800.0,22800.0,0.0,40652.933767,32973.8787,22800.0,0.0,1.0,1962.730875,31403.694,downstream_requirement,16.0,0.0,0.0,1570.1847,111.0816,0.000796,0.726029,2,22800.0,22800.0,0.7,raw_material_qualified_pharma,32571.428571,0.7,0.964148,57000.0,2.5,1.0,1.377355,0.550942,max_daily_pulled_qty_observed_x2.5_tested,56.0,erlang_pipeline,4,case_data_fia,False,56,68,112,1.0,service_level.otif,22800.0,KG,0.1,3,4.4,0.26998,45600.0,45600.0,2,2,1425
SDC-VD0519670A,Supplier of Raw Materials - VD0519670A,item:001848,M-1810,edge:SDC-VD0519670A_TO_M-1810_001848,KG,180.0,4000.0,4000.0,0.0,4566.139762,4000.0,4000.0,0.0,1.0,309.904875,4958.478,downstream_requirement+fia_hint,16.0,0.0,0.0,247.9239,17.5392,0.000884,0.806699,2,4000.0,4000.0,0.7,raw_material_qualified_pharma,5714.285714,0.7,0.867734,10000.0,2.5,1.0,1.23962,0.495848,max_daily_pulled_qty_observed_x2.5_tested,21.0,erlang_pipeline,4,case_data_fia,False,21,26,42,1.0,service_level.otif,4000.0,KG,0.7,1,4.2,0.03094,8000.0,8000.0,2,0,1543
SDC-VD0519670A,Supplier of Raw Materials - VD0519670A,item:029313,M-1810,edge:SDC-VD0519670A_TO_M-1810_029313,KG,180.0,300.0,300.0,0.0,553.559611,520.64019,300.0,0.0,1.0,25.714286,411.428571,downstream_requirement,16.0,0.0,0.0,8.26413,0.58464,0.001199,0.729167,3,300.0,300.0,0.7,raw_material_qualified_pharma,428.571429,0.7,0.96,750.0,2.5,1.0,1.371429,0.548571,max_daily_pulled_qty_observed_x2.5_tested,56.0,erlang_pipeline,4,case_data_fia,False,56,68,112,1.0,service_level.otif,300.0,KG,1.0,1,2.07,0.03094,900.0,900.0,3,0,982
SDC-VD0520115A,Supplier of Packaging - VD0520115A,item:708073,M-1430,edge:SDC-VD0520115A_TO_M-1430_708073,KG,180.0,29309.28,29309.28,4309.28,41185.913282,42742.7,25000.0,4309.28,0.852972,1526.525,24424.4,downstream_requirement,16.0,0.0,0.0,1221.22,854.854,0.001907,0.818853,14,20000.0,20000.0,0.75,packaging_qualified_pharma,26666.666667,0.75,0.915915,50000.0,2.5,1.0,1.22122,0.488488,max_daily_pulled_qty_observed_x2.5_tested,28.0,erlang_pipeline,4,case_data_fia,False,28,34,56,1.0,service_level.otif,5000.0,KG,1.0,1,3.59,0.1134,85000.0,85000.0,17,0,1628
SDC-VD0520132A,Supplier of Raw Materials - VD0520132A,item:038005,M-1430,edge:SDC-VD0520132A_TO_M-1430_038005,KG,180.0,75456.446912,75456.446912,5456.446912,393125.862393,423874.569744,70000.0,5456.446912,0.927687,3368.59138,53897.46208,downstream_requirement,16.0,0.0,0.0,2694.873104,1886.411173,0.001322,0.185537,13,10000.0,10000.0,0.65,raw_material_high_lead_qualified,15384.615385,0.65,3.503335,25000.0,2.5,1.0,5.389746,2.155898,max_daily_pulled_qty_observed_x2.5_tested,154.0,erlang_pipeline,4,case_data_fia,False,154,185,308,1.0,service_level.otif,10000.0,KG,1.0,1,4.57,0.03992,220000.0,220000.0,22,-140,1768
SDC-VD0520132A,Supplier of Raw Materials - VD0520132A,item:049371,M-1810,edge:SDC-VD0520132A_TO_M-1810_049371,KG,180.0,8561.63868,8561.63868,561.63868,43336.944802,47089.01274,8000.0,561.63868,0.934401,382.216012,6115.4562,downstream_requirement,16.0,0.0,0.0,305.77281,21.63168,0.000717,0.261632,5,1600.0,1600.0,0.65,raw_material_high_lead_qualified,2461.538462,0.65,2.484404,4000.0,2.5,1.0,3.82216,1.528864,max_daily_pulled_qty_observed_x2.5_tested,147.0,erlang_pipeline,4,case_data_fia,False,147,177,294,1.0,service_level.otif,1600.0,KG,1.0,1,14.65,0.13626,8000.0,8000.0,5,0,4
