day,demand,served,backlog_end,arrivals_qty,produced_qty,shipped_qty,inventory_total,holding_cost_day,transport_cost_day,purchase_cost_day,external_procured_ordered_qty,external_procured_arrived_qty,external_procured_rejected_qty,supplier_capacity_binding_qty
0,40.0,0.0,40.0,0.0,40.0,554.1983,1072139.1805,42314.1141,268.8359,42.7672,1035.84,0.0,0.0,0.0
1,47.5,0.0,87.5,0.0,86.228,448.9037,1069965.1908,42250.5202,273.3424,76.1484,2413.68,0.0,16.866,0.0
2,52.5,0.0,140.0,178.064,136.4902,525.1851,1067783.8061,42181.3725,317.6427,83.6232,2413.68,0.0,1525.416,0.0
3,60.0,0.0,200.0,103.28,178.7296,509.8955,1065585.4258,42112.1933,309.9833,88.0915,2413.68,0.0,3033.966,0.0
4,55.0,18.432,236.568,145.712,211.7165,533.2304,1063419.4304,42042.9913,328.5427,91.9337,2413.68,0.0,4542.516,0.0
5,50.0,39.6288,246.9392,309.6873,236.2556,1529.6994,1061418.3846,41973.7781,794.2059,104.5831,2413.68,1035.84,5015.226,0.0
6,45.0,44.2368,247.7024,254.6581,250.4232,2303.0536,1060091.0171,41931.13,1158.2333,112.861,2416.8939,2413.68,4037.6618,527.9925
7,40.0,23.04,264.6624,315.2053,254.6807,2169.3608,1059182.891,41897.952,1099.0701,122.5025,2486.9636,2413.68,2943.8178,1055.985
8,47.5,69.12,243.0424,206.3008,260.3254,2238.0291,1057858.9301,41858.8709,1142.3399,145.8822,2562.9641,2413.68,2018.0452,1583.9775
9,52.5,23.04,272.5024,45.2284,267.9019,2221.0568,1056299.0536,41814.9133,1121.9183,151.1792,2573.68,2413.68,1277.6267,2111.97
10,60.0,44.3409,288.1615,183.6461,275.3716,2261.4516,1054821.619,41770.9535,1150.5475,152.4003,2573.68,2413.68,547.9242,2639.9625
11,55.0,0.0,343.1615,162.4,282.0762,2202.968,1053438.0582,41726.9926,1090.0709,143.1915,2085.5175,2416.8939,303.1704,3167.955
12,50.0,105.9698,287.1917,230.9675,287.2869,2312.3272,1051978.413,41683.0248,1116.7813,137.5038,1255.815,2486.9636,330.0154,3695.9475
13,45.0,0.0,332.1917,418.5893,287.3826,2389.3844,1050955.1955,41644.6656,1125.79,129.5868,312.2471,2562.9641,276.1146,4241.44
14,40.0,19.0058,353.1859,88.2909,281.4339,2314.9771,1049859.0191,41613.6125,1076.7932,127.2491,160.0,2573.68,203.8764,4082.6703
15,47.5,69.12,331.5659,596.0143,279.6867,2347.928,1048989.4817,41581.9663,1086.8185,127.4031,160.0,2573.68,142.0745,3668.0035
16,52.5,111.1658,272.9001,538.4589,281.9126,2378.727,1047356.1931,41519.1893,1098.8255,127.9663,160.0,2085.5175,87.7745,3371.2222
17,60.0,42.0458,290.8543,306.0514,285.5101,2357.5765,1044755.5116,41423.2321,1084.6167,128.1493,160.0442,1255.815,33.4745,3074.441
18,55.0,0.0,345.8543,749.2068,289.4125,2370.9392,1041686.4115,41289.5492,1099.028,122.3285,145.6761,312.2471,4.0968,2777.6597
19,50.0,42.6125,353.2418,302.2099,292.5955,2395.7467,1037952.7683,41150.7422,1165.8429,133.0956,1378.9758,160.0,4.5084,1033.2545
20,45.0,44.3409,353.9009,177.7955,291.224,1383.5381,1035293.0156,41056.0225,729.5463,125.8435,2452.9465,160.0,348.1857,140.0
21,40.0,46.08,347.8209,833.5726,284.2136,460.5564,1034435.8097,41003.5851,304.2259,103.0599,2429.92,160.0,1637.3976,132.4892
22,47.5,23.04,372.2809,2208.2811,281.6981,524.8631,1034712.0026,41018.3438,342.5445,99.5962,2429.92,160.0442,3042.1217,118.1653
23,52.5,42.6125,382.1684,348.1223,283.368,560.7102,1032912.2991,40954.1075,351.5138,101.0288,2429.92,145.6761,4550.2251,107.7486
24,60.0,65.0858,377.0826,290.9023,286.5632,1774.4625,1031005.0435,40888.8404,910.236,113.5158,2429.92,1378.9758,4775.2478,97.332
