day,demand,served,backlog_end,arrivals_qty,produced_qty,shipped_qty,inventory_total,holding_cost_day,transport_cost_day,purchase_cost_day,external_procured_ordered_qty,external_procured_arrived_qty,external_procured_rejected_qty
0,44.0,44.0,0.0,0.0,44.0,585.271,37044.5765,1180.6525,61.5312,44.949,1039.9344,0.0,0.0
1,44.0,44.0,0.0,77.952,44.0,219.7729,35215.0537,1119.2313,109.8942,71.412,2551.8635,0.0,0.0
2,44.0,44.0,0.0,0.0,44.0,213.1751,33186.3807,1053.1392,146.1142,89.4803,3465.8152,0.0,732.371
3,48.0,48.0,0.0,143.5161,46.696,226.1034,31173.164,983.0261,147.9266,91.3919,3499.8359,0.0,2448.2683
4,52.0,52.0,0.0,91.7388,48.5392,1298.3536,29063.2249,915.1476,182.3175,102.9441,3499.8359,1039.9344,3158.2519
5,56.0,56.0,0.0,337.1491,50.0,2844.1394,27154.0001,845.7157,232.2196,119.0595,3499.8359,2551.8635,2356.3064
6,56.0,56.0,0.0,326.2156,50.0,3782.9952,25208.938,781.8038,262.9005,128.448,3499.8359,3465.8152,640.4091
7,56.0,56.0,0.0,248.3838,50.0,3737.5454,23265.5143,714.1337,217.6461,111.4227,2418.1601,3499.8359,6.6373
8,52.0,48.0,4.0,149.9319,49.492,3672.3831,21332.992,653.2503,148.5136,96.9218,738.3053,3499.8359,0.0
9,48.0,26.48,25.52,249.2209,47.4984,2398.2686,20937.4217,649.2675,87.4194,93.3528,200.0,3499.8359,28.4512
10,44.0,64.096,5.424,380.438,44.9917,1625.1071,21553.3854,670.2098,61.887,85.3409,200.0,3499.8359,118.4346
11,44.0,26.52,22.904,3373.1122,44.1983,1685.7527,23981.1027,759.3069,62.7922,90.9187,200.0,2418.1601,172.3608
12,44.0,66.904,0.0,3791.2753,44.0397,2005.9604,24664.8049,782.4025,74.3363,108.9757,200.0,738.3053,126.9858
13,48.0,28.52,19.48,3070.6649,46.6999,2103.1474,23921.1547,753.4127,76.0604,120.3263,200.0,200.0,20.3856
14,52.0,24.0,47.48,1144.5232,48.54,1706.4587,21643.9568,684.8853,76.5619,98.4537,523.8694,200.0,0.0
15,56.0,100.492,2.988,3222.215,50.0,483.4386,22584.1433,743.9764,99.0708,87.0971,2060.2286,200.0,0.0
16,56.0,58.988,0.0,1813.7184,50.0,361.1759,22279.5998,736.9159,149.4298,94.6725,3386.2771,200.0,406.4038
17,56.0,11.2269,44.7731,703.5079,50.0,273.1799,21000.6031,676.5165,150.0098,93.3499,3499.8359,200.0,2042.763
18,52.0,24.492,72.2811,4611.3906,49.492,696.3363,23553.1277,795.2619,163.895,97.4438,3502.4731,523.8694,3350.719
19,48.0,85.8883,34.3928,509.6545,47.4984,2369.3741,21947.8699,739.399,218.5163,113.6302,3512.6231,2060.2286,2882.7702
20,44.0,20.0,58.3928,209.1007,44.9917,3631.5135,20316.6271,685.5683,258.1408,125.4242,3520.1359,3386.2771,933.8343
21,44.0,11.85,90.5428,290.5311,44.1983,3726.5527,18717.309,631.8711,221.9489,114.2863,2516.3315,3499.8359,20.7567
22,44.0,46.0384,88.5044,907.8851,44.0397,3694.4423,17614.1726,576.9002,150.8454,100.2013,761.4882,3502.4731,17.251
23,48.0,136.5044,0.0,2417.8578,46.6999,2505.3381,19020.1632,619.7963,90.5937,94.7357,220.3,3512.6231,49.6484
24,52.0,38.342,13.658,677.5289,48.54,1925.5452,19362.6783,616.118,71.7201,89.1456,220.3,3520.1359,135.9856
25,56.0,46.4997,23.1583,263.5038,50.0,2027.0427,18170.8734,574.2532,75.3221,98.6086,212.6812,2516.3315,178.5592
26,56.0,40.8452,38.3131,1549.9006,50.0,2051.2224,16492.0967,512.431,74.3629,111.7551,202.5312,761.4882,135.5846
27,56.0,45.2399,49.0732,243.4313,50.0,2173.1275,12839.3628,392.2024,79.26,121.3989,200.0,220.3,35.5846
28,52.0,67.1996,33.8736,3399.655,49.492,1080.8514,13449.3597,434.8841,82.7924,109.3236,1162.6147,220.3,0.0
29,48.0,0.0,81.8736,3071.3939,47.4984,349.9689,14663.5874,499.123,116.8982,99.7552,2627.5211,212.6812,0.0
