policy_name,policy_label,month_index,year,month,warming,temp_c,humidity_pct,precip_mm,wind_ms,heat_index_c,heat_anomaly,dry_anomaly,storm_anomaly,heatwave,drought,heat_stress,cold_stress,storm_stress,scarcity,climate_event,demand,grid_factor,grid_price,main_material_ef,main_material_cost,inbound_main_ef,inbound_main_cost,truck_ef,truck_cost,air_ef,air_cost,solar_factor,biomass_factor,main_supply_availability,backup_supply_availability,base_capacity,capacity_applied,backlog_relief_capacity,main_supply_availability_applied,biosourced_supply_availability_applied,primary_supply_availability_applied,backup_supply_availability_applied,biosourced_material_ef,primary_material_ef_blended,biosourced_material_cost,primary_material_cost_blended,biosourced_inbound_ef,primary_inbound_ef_blended,biosourced_inbound_cost,primary_inbound_cost_blended,main_inbound,biosourced_inbound,backup_inbound,main_order_requested,biosourced_order_requested,backup_order_requested,main_order,biosourced_order,backup_order,raw_stock_end,fg_stock_end,backlog_start,backlog_end,planned_input_units,capacity_utilization,good_output_main_units,good_output_biosourced_units,good_output_backup_units,good_output_units,scrap_main_units,scrap_biosourced_units,scrap_backup_units,scrap_units,outbound_shipments,shipped_main_units,shipped_biosourced_units,shipped_backup_units,outbound_mode,process_kwh,hvac_kwh,total_energy_demand,solar_generation_kwh,solar_used_kwh,solar_share,biomass_generation_base_kwh,biomass_generation_technical_kwh,biomass_generation_kwh,biomass_used_kwh,biomass_share,biomass_transition_level,biomass_transition_cap,biomass_resource_regen_kwh,biomass_resource_stock_start_kwh,biomass_resource_stock_end_kwh,biomass_resource_stock_ratio,biomass_resource_stress,biomass_resource_overuse_kwh,biomass_effective_ef,biomass_effective_cost,biosourced_materials,biosourced_local_stress,biosourced_transition_level,biosourced_local_draw_units,biosourced_water_overuse_units,biosourced_local_water_signal,biosourced_supply_shift,battery_discharge_kwh,battery_charge_kwh,grid_energy_kwh,grid_share,battery_soc_kwh,battery_soh,effective_grid_factor,energy_mix_ef,biomass_local_resource,climate_operational_impact,operational_feedback_event
baseline_degraded,Baseline degradee,1,2026,1,0.0,1.0,77.0,94.65247584249853,5.152627944162883,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.1,aucun,18.074666666666666,0.5233333333333333,0.14450000000000002,18.28,45.8,0.756,2.4899999999999998,1.75,6.075,9.6,24.12,0.35000000000000003,0.85,0.985,0.965,34.5,37.1565,0.0,0.985,0.0,0.985,0.965,18.28,18.28,45.8,45.8,0.756,0.756,2.4899999999999998,2.4899999999999998,0.0,0.0,0.0,1.7800000000000011,0.0,0.0,1.7533000000000012,0.0,0.0,53.925333333333334,24.0,0.0,0.0,18.074666666666666,0.48644696531338166,18.074666666666666,0.0,0.0,18.074666666666666,0.0,0.0,0.0,0.0,18.074666666666666,18.074666666666666,0.0,0.0,truck,104.83306666666665,5.385644444444444,110.21871111111109,3.5000000000000004,3.5000000000000004,0.031755043809863305,0.0,0.0,0.0,0.0,0.0,0.07040911764259157,0.23399999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.085,0,0.0,0.0,0.0,0.0,0.0,0.0,7.56,0.0,99.15871111111109,0.8996540615608319,0.54,0.9978832,0.5233333333333333,0.4736451577825799,0,aucun,aucun
baseline_degraded,Baseline degradee,2,2026,2,0.008368200836820083,2.7500379516391167,75.66025403784438,99.84661307031165,4.75,2.7500379516391167,0.0,0.0,0.0,0.0,0.0,0.0,0.020830170696740275,0.0,0.10117154811715481,aucun,18.861832447795088,0.51924505529678,0.1423358835227942,18.279933054393304,45.8712970711297,0.7560702928870293,2.4910543933054394,1.7485355648535565,6.075878661087867,9.59539748953975,24.121405857740587,0.3901923788646684,0.85,0.9843305439330544,0.9646652719665272,34.51129707112971,37.168666945606695,0.0,0.9843305439330544,0.0,0.9843305439330544,0.9646652719665272,18.279933054393304,18.279933054393304,45.8712970711297,45.8712970711297,0.7560702928870293,0.7560702928870293,2.4910543933054394,2.4910543933054394,0.0,0.0,0.0,21.053238345898237,0.0,0.0,20.72334555257025,0.0,0.0,35.06350088553825,24.0,0.0,0.0,18.861832447795088,0.5074659383237455,18.861832447795088,0.0,0.0,18.861832447795088,0.0,0.0,0.0,0.0,18.861832447795088,18.861832447795088,0.0,0.0,truck,109.39862819721151,3.7496879074482066,113.14831610465971,3.901923788646684,3.901923788646684,0.03448503630436259,0.0,0.0,0.0,0.0,0.0,0.13938581069329703,0.2339297071129707,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.085,0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.0,108.70639231601302,0.9607424666882536,0.0,0.997732,0.51924505529678,0.5001870639373444,0,aucun,aucun
baseline_degraded,Baseline degradee,3,2026,3,0.016736401673640166,7.51673640167364,72.0,97.57927281399283,4.2,7.51673640167364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10234309623430964,aucun,19.4696406460551,0.5176569037656904,0.1420468619246862,18.27986610878661,45.942594142259416,0.7561405857740586,2.4921087866108786,1.7470711297071129,6.076757322175732,9.590794979079497,24.12281171548117,0.5,0.85,0.9836610878661087,0.9643305439330544,34.522594142259415,37.18083389121339,0.0,0.9836610878661087,0.0,0.9836610878661086,0.9643305439330544,18.27986610878661,18.27986610878661,45.942594142259416,45.942594142259416,0.7561405857740586,0.7561405857740586,2.4921087866108786,2.4921087866108786,0.0,0.0,0.0,21.47100598459813,0.0,0.0,21.120193104389525,0.0,0.0,15.593860239483146,24.0,0.0,0.0,19.4696406460551,0.5236472291885897,19.4696406460551,0.0,0.0,19.4696406460551,0.0,0.0,0.0,0.0,19.4696406460551,19.4696406460551,0.0,0.0,truck,112.92391574711958,2.699693011974157,115.62360875909374,5.0,5.0,0.043243763567505436,0.0,0.0,0.0,0.0,0.0,0.20254445142576477,0.23385941422594142,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.085,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.62360875909374,0.9567562364324945,0.0,0.997732,0.5176569037656904,0.49678500273502263,0,aucun,aucun
baseline_degraded,Baseline degradee,4,2026,4,0.02510460251046025,14.02510460251046,67.0,88.45798706418924,3.6500000000000004,14.02510460251046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10351464435146444,aucun,19.712,0.5164853556485356,0.1420702928870293,18.279799163179916,46.01389121338912,0.7562108786610878,2.493163179916318,1.7456066945606694,6.077635983263598,9.586192468619247,24.124217573221756,0.65,0.85,0.9829916317991632,0.9639958158995816,34.53389121338912,37.193000836820076,0.0,0.9829916317991632,0.0,0.982991631799163,0.9639958158995816,18.279799163179916,18.279799163179916,46.01389121338912,46.01389121338912,0.7562108786610878,0.7562108786610878,2.493163179916318,2.493163179916318,1.7533000000000012,0.0,0.0,20.729301103557077,0.0,12.228493916180899,20.376729517841763,0.0,11.788216969951876,0.0,21.635160239483145,0.0,0.0,17.347160239483145,0.46640926650666814,17.347160239483145,0.0,0.0,17.347160239483145,0.0,0.0,0.0,0.0,19.712,19.712,0.0,0.0,truck,100.61352938900224,1.7308128191586516,102.3443422081609,6.5,6.5,0.06351108287724862,0.0,0.0,0.0,0.0,0.0,0.23378912133891214,0.23378912133891214,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.085,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.8443422081609,0.9364889171227514,0.0,0.997732,0.5164853556485356,0.4859056993217599,0,aucun,aucun
baseline_degraded,Baseline degradee,5,2026,5,0.03347280334728033,20.53347280334728,62.0,74.9267969714943,3.2473720558371175,20.53347280334728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10468619246861925,aucun,19.525640646055102,0.5153138075313808,0.1420937238493724,18.279732217573223,46.08518828451883,0.7562811715481171,2.494217573221757,1.744142259414226,6.078514644351465,9.581589958158995,24.125623430962342,0.7999999999999999,0.85,0.9823221757322176,0.9636610878661087,34.54518828451883,37.20516778242678,0.0,0.9823221757322176,0.0,0.9823221757322177,0.9636610878661087,18.279732217573223,18.279732217573223,46.08518828451883,46.08518828451883,0.7562811715481171,0.7562811715481171,2.494217573221757,2.494217573221757,20.72334555257025,0.0,11.788216969951876,17.0008842479051,0.0,0.0,16.700345603773723,0.0,0.0,12.985921876467025,21.635160239483145,0.0,0.0,19.525640646055102,0.524809907060215,19.525640646055102,0.0,0.0,19.525640646055102,0.0,0.0,0.0,0.0,19.525640646055102,19.525640646055102,0.0,0.0,truck,113.24871574711959,2.3801089129820028,115.6288246601016,7.999999999999999,7.999999999999999,0.06918690061510628,0.0,0.0,0.0,0.0,0.0,0.23371882845188285,0.23371882845188285,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.085,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.6288246601016,0.9308130993848938,0.0,0.997732,0.5153138075313808,0.4820823838656439,0,aucun,aucun
baseline_degraded,Baseline degradee,6,2026,6,0.04184100418410042,25.300171253381805,58.33974596215561,60.61137399387759,3.1,26.367350930354252,0.0,0.0,0.0,0.0,0.0,0.1315194961307918,0.0,0.0,0.10585774058577406,aucun,19.010086238761854,0.514142259414226,0.1467203371762932,18.27966527196653,46.156485355648535,0.7563514644351464,2.4952719665271967,1.7426778242677825,6.07939330543933,9.576987447698745,24.12702928870293,0.9098076211353316,0.85,0.9816527196652719,0.9633263598326359,34.55648535564853,37.21733472803347,0.0,0.9816527196652719,0.0,0.9816527196652719,0.9633263598326359,18.27966527196653,18.27966527196653,46.156485355648535,46.156485355648535,0.7563514644351464,0.7563514644351464,2.4952719665271967,2.4952719665271967,21.120193104389525,0.0,0.0,17.892850262836788,0.0,0.0,17.56456512307721,0.0,0.0,15.096028742094695,21.597657285030273,0.0,0.0,19.010086238761854,0.510785803918483,7.207622019699634,0.0,11.764961264609347,18.972583284308982,0.014247249110345072,0.0,0.0232557053425278,0.03750295445287287,19.010086238761854,19.010086238761854,0.0,0.0,truck,113.28482702099944,2.9723822373853,116.25720925838475,9.098076211353316,9.098076211353316,0.07825816798279235,0.0,0.0,0.0,0.0,0.0,0.23364853556485354,0.23364853556485354,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.085,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.15913304703143,0.9217418320172076,0.0,0.9977083264906964,0.514142259414226,0.47664546398933283,0,aucun,aucun
baseline_degraded,Baseline degradee,7,2026,7,0.0502092050209205,27.05020920502092,57.0,49.347524157501475,3.2473720558371175,28.01020920502092,0.0,0.0,0.0,0.0,0.0,0.22278940027894004,0.0,0.0,0.10702928870292888,aucun,18.267292608089264,0.5129707112970712,0.1499382147838215,18.27959832635983,46.22778242677824,0.7564217573221758,2.496326359832636,1.7412133891213388,6.080271966527197,9.572384937238493,24.128435146443515,0.95,0.85,0.9809832635983263,0.9629916317991631,34.567782426778244,37.229501673640165,0.0,0.9809832635983263,0.0,0.9809832635983263,0.9629916317991631,18.27959832635983,18.27959832635983,46.22778242677824,46.22778242677824,0.7564217573221758,0.7564217573221758,2.496326359832636,2.496326359832636,20.376729517841763,0.0,0.0,4.764678293547348,0.0,0.0,4.674069662400182,0.0,0.0,17.205465651847195,21.536610897557132,0.0,0.0,18.267292608089264,0.4906671265230275,18.206246220616123,0.0,0.0,18.206246220616123,0.06104638747314182,0.0,0.0,0.06104638747314182,18.267292608089264,9.832696020420926,0.0,8.434596587668338,truck,110.86923435944182,3.446467242562967,114.3157016020048,9.5,9.5,0.08310319463440528,0.0,0.0,0.0,0.0,0.0,0.23357824267782426,0.23357824267782426,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.085,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.8157016020048,0.9168968053655947,0.0,0.9976682243986462,0.5129707112970712,0.47324981824660556,0,aucun,aucun
baseline_degraded,Baseline degradee,8,2026,8,0.058577405857740586,25.316907655055445,58.33974596215561,44.15338692968835,3.6499999999999995,26.384087332027892,0.0,0.0,0.0,0.0,0.0,0.1324492962237718,0.0,0.0,0.10820083682008369,aucun,17.466383774791606,0.5117991631799164,0.14679974210423372,18.279531380753138,46.299079497907954,0.7564920502092051,2.497380753138075,1.7397489539748954,6.081150627615063,9.567782426778242,24.1298410041841,0.9098076211353316,0.85,0.9803138075313808,0.9626569037656904,34.57907949790795,37.24166861924686,0.0,0.9803138075313808,0.0,0.9803138075313806,0.9626569037656904,18.279531380753138,18.279531380753138,46.299079497907954,46.299079497907954,0.7564920502092051,0.7564920502092051,2.497380753138075,2.497380753138075,16.700345603773723,0.0,0.0,15.354493114370214,0.0,0.0,15.052221607662633,0.0,0.0,16.439427480829313,21.50190974397895,0.0,0.0,17.466383774791606,0.46900110608268525,17.431682621213422,0.0,0.0,17.431682621213422,0.03470115357818183,0.0,0.0,0.03470115357818183,17.466383774791606,14.136019097850596,0.0,3.3303646769410093,truck,104.10521752676648,3.0471779861384487,107.15239551290493,9.098076211353316,9.098076211353316,0.08490781907211385,0.0,0.0,0.0,0.0,0.0,0.23350794979079498,0.23350794979079498,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.085,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.05431930155162,0.9150921809278861,0.0,0.9976443835253259,0.5117991631799164,0.4713151860989008,0,aucun,aucun
baseline_degraded,Baseline degradee,9,2026,9,0.06694560669456066,20.566945606694564,61.99999999999999,46.42072718600717,4.2,20.566945606694564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1093723849372385,aucun,16.866359353944897,0.5106276150627616,0.14218744769874478,18.279464435146444,46.37037656903766,0.7565623430962343,2.4984351464435144,1.738284518828452,6.082029288702929,9.563179916317992,24.131246861924687,0.8000000000000002,0.85,0.9796443514644352,0.9623221757322176,34.59037656903766,37.25383556485356,0.0,0.9796443514644352,0.0,0.9796443514644352,0.9623221757322176,18.279464435146444,18.279464435146444,46.37037656903766,46.37037656903766,0.7565623430962343,0.7565623430962343,2.4984351464435144,2.4984351464435144,17.56456512307721,0.0,0.0,15.51856370332402,0.0,0.0,15.202673274802383,0.0,0.0,17.137633249961624,21.50190974397895,0.0,0.0,16.866359353944897,0.4527415526002147,16.866359353944897,0.0,0.0,16.866359353944897,0.0,0.0,0.0,0.0,16.866359353944897,16.866359353944897,0.0,0.0,truck,97.82488425288041,2.577034442016397,100.4019186948968,8.000000000000002,8.000000000000002,0.07967975217994139,0.0,0.0,0.0,0.0,0.0,0.23343765690376567,0.23343765690376567,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.085,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.4019186948968,0.9203202478200586,0.0,0.9976443835253259,0.5106276150627616,0.47272972456462414,0,aucun,aucun
baseline_degraded,Baseline degradee,10,2026,10,0.07531380753138076,14.075313807531382,67.0,55.542012935810746,4.75,14.075313807531382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1105439330543933,aucun,16.68,0.5094560669456067,0.1422108786610879,18.27939748953975,46.441673640167366,0.7566326359832636,2.499489539748954,1.7368200836820085,6.082907949790795,9.55857740585774,24.132652719665273,0.65,0.85,0.9789748953974895,0.9619874476987448,34.60167364016736,37.26600251046025,0.0,0.9789748953974895,0.0,0.9789748953974895,0.9619874476987448,18.27939748953975,18.27939748953975,46.441673640167366,46.441673640167366,0.7566326359832636,0.7566326359832636,2.499489539748954,2.499489539748954,4.674069662400182,0.0,0.0,16.483402205173178,0.0,0.0,16.13683694960416,0.0,0.0,5.131702912361806,21.50190974397895,0.0,0.0,16.68,0.4475929500438923,16.68,0.0,0.0,16.68,0.0,0.0,0.0,0.0,16.68,16.68,0.0,0.0,truck,96.744,1.9767379251364063,98.7207379251364,6.5,6.5,0.06584229551575264,0.0,0.0,0.0,0.0,0.0,0.23336736401673638,0.23336736401673638,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.085,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.2207379251364,0.9341577044842474,0.0,0.9976443835253259,0.5094560669456067,0.47821679037653236,0,aucun,aucun
