month_index,material,inbound_transport,energy,storage,outbound_transport,backlog_penalty,adaptation_capex,total,policy_label
1,839.5750666666667,45.645019999999995,16.95966372708333,28.076308184895833,111.36285000000001,0.0,59.4,1102.018908578646,Baseline degradee
2,877.0021137949453,47.62585991670221,17.907785997212507,21.1426228994213,116.16644659539159,0.0,59.4,1141.2448292036731,Baseline degradee
3,901.4580995401502,48.8986678390266,17.187468554473284,13.98960741766083,119.24108277806201,0.0,59.4,1163.174926129373,Baseline degradee
4,907.0319974315482,49.14556711831127,15.897841525646163,8.660587872833146,119.8131018972357,0.0,59.4,1163.9490958455747,Baseline degradee
5,899.8520157603152,48.70169341940953,15.711132375572603,13.769054163979632,118.70121653813364,0.0,59.4,1161.1351122574106,Baseline degradee
6,1042.2474415971637,66.66013875051166,17.061683837732488,14.533369231962096,115.79207197535831,0.0,59.4,1321.6947053927283,Baseline degradee
7,841.8836033339212,45.462190063781925,17.119293902509014,15.136360844156474,111.30668315379634,0.0,59.4,1097.308131298165,Baseline degradee
8,807.3786122308877,43.55014891325987,15.574456989905178,11.089611541981657,106.4434115766306,0.0,59.4,1051.436241252665,Baseline degradee
9,782.1451467375431,42.14196797215814,13.519089273055096,11.233372765920063,102.61035601038436,0.0,59.4,1020.0499327590608,Baseline degradee
10,774.7007657890738,41.69437293600335,13.530294410403881,11.089496357674195,101.49515674039318,0.0,59.4,1011.9100862335483,Baseline degradee
11,794.2183055897418,42.697289276361246,14.978039520335164,10.574872963313188,103.91057178312907,0.0,59.4,1036.7790791328805,Baseline degradee
12,829.1890707474976,44.52786510042136,16.647005837269543,14.006290447952422,108.33852820225327,0.0,59.4,1084.1087603353942,Baseline degradee
13,1027.5154866899743,64.69441749474461,17.76543043884358,13.135705101591903,113.64389859844893,0.0,59.4,1309.1549383236033,Baseline degradee
14,909.0882029542,48.710538356347755,18.13829734512156,12.608289797702248,118.45610472936436,0.0,59.4,1180.4014331827361,Baseline degradee
15,890.8687600516366,47.68165725324385,16.687419146903437,8.238694051086522,121.5363480826664,0.0,59.4,1159.412878585537,Baseline degradee
16,939.6636378285671,50.237922124939786,16.47266995361501,13.063087509197292,122.1096311129007,0.0,59.4,1216.9469485292198,Baseline degradee
17,1105.6304842884556,69.56784067791651,16.19224618322676,13.671460186703726,120.99608844668401,0.0,59.4,1402.458119782987,Baseline degradee
18,907.8877610942129,48.43256395345133,17.57709261973274,14.434253932542507,118.08217002591145,0.0,59.4,1183.8138416258512,Baseline degradee
19,873.2432822171552,46.53341898888361,17.47814332886474,10.124386525405214,113.58927541345564,0.0,59.4,1139.3685064737645,Baseline degradee
20,838.1361401284363,44.613840172526665,16.056113497375797,10.486133400290148,108.7178451014226,0.0,59.4,1097.4100723000515,Baseline degradee
21,812.5050558336419,43.202348654076374,13.963822243750496,10.71155808259475,104.87841924876773,0.0,59.4,1065.6612040628313,Baseline degradee
22,804.9278885969484,42.75288429352559,13.975002879553381,10.57106139546237,103.76156267166189,0.0,59.4,1057.3883998371516,Baseline degradee
23,824.7999681968207,43.760789615239275,15.439805942500305,10.051937309909274,106.18143995181823,0.0,59.4,1082.633941016288,Baseline degradee
24,860.4028366245443,45.60026062034167,17.12759649108413,13.447348549986543,110.61734487896867,0.0,59.4,1130.5953871649253,Baseline degradee
25,1061.1072022789322,65.63696491396995,18.257350720192303,12.569150634672711,115.93218179965336,0.0,59.4,1357.9028503474206,Baseline degradee
26,941.7394574261627,49.80316272055263,18.634566313884214,12.034492229314004,120.75299746609267,0.0,59.4,1228.3646761560065,Baseline degradee
27,915.1023134043455,48.34232030297766,17.01541122521673,7.7238564035365345,123.83884799002631,0.0,59.4,1198.4227493261028,Baseline degradee
28,972.8600416006828,51.33821711197984,16.952099258597507,12.477940294641165,124.41339493132122,0.0,59.4,1265.4416931972225,Baseline degradee
29,1140.2808488227106,70.49013406449335,16.6688983249046,13.080426274796988,123.29819495798994,0.0,59.4,1452.2185024448954,Baseline degradee
30,940.453189456848,49.521687209687066,18.083334110387995,13.83735837275392,120.3795026792201,0.0,59.4,1231.6750718288972,Baseline degradee
31,905.1654901673295,47.612554851811446,17.987261082619032,9.544171773902976,115.87910227587052,0.0,59.4,1186.5885801515335,Baseline degradee
32,869.4574716648061,45.685457218922075,16.542462195615844,9.869151533595513,110.99951322897016,0.0,59.4,1143.9540558419098,Baseline degradee
33,843.4311781032485,44.27069075708689,14.412001085542965,10.098038785861,107.15371708990658,0.0,59.4,1111.7656258216462,Baseline degradee
34,835.7212974945484,43.81935815047854,14.423106706400299,9.959414526182604,106.03520320568617,0.0,59.4,1103.3583800832962,Baseline degradee
35,855.947660710759,44.83224866492817,15.903050824993114,9.434531435997657,108.45954272326296,0.0,59.4,1128.977034359941,Baseline degradee
36,892.1821887396615,46.68060828977385,17.608178851136632,12.794023104534206,112.90339615843956,0.0,59.4,1177.5683951435458,Baseline degradee
37,1095.2613168990497,66.59213051807727,18.748689084754528,11.90775722789127,118.22769960361342,0.0,59.4,1407.1375933333863,Baseline degradee
38,974.9552936132023,50.903724378647624,19.130831658972962,11.366056836233696,123.05712480557652,0.0,59.4,1276.813031292633,Baseline degradee
39,939.1420584990381,48.98221233439735,17.33243313428205,7.113569116497411,126.14858250014179,0.0,59.4,1237.118855584357,Baseline degradee
40,1006.6206251502653,52.44644344876228,17.434859985878266,11.800663324626269,126.72439335249736,0.0,59.4,1314.4269852620296,Baseline degradee
41,1175.4911800079312,71.42608261210194,17.148841193355405,12.396634428812506,125.60753607205142,0.0,59.4,1502.4702743142527,Baseline degradee
42,973.5810278702232,50.61871564365021,18.591661555684723,13.146669484759466,122.68406993528431,0.0,59.4,1280.0221444896022,Baseline degradee
43,925.2182987937991,48.053930607210106,27.336202463209013,9.4936719658008,112.57780473611597,29.392712970711354,59.4,1254.4726215368462,Baseline degradee
44,937.417552479693,48.63672465046939,26.91282153859687,9.51914295126566,114.7448303516244,29.95419105490189,59.4,1270.5852630265513,Baseline degradee
45,925.6356742528291,47.97541154900637,15.801636336901343,8.746345212464526,116.76144042463547,0.0,59.4,1219.320507775837,Baseline degradee
46,867.0804088842418,44.893785876192986,14.97182028051332,13.266178678630542,108.31607834246599,0.0,59.4,1153.9282720620447,Baseline degradee
47,1056.110589400871,64.2982866271351,16.538697775154407,13.277461856198581,110.74488009746324,0.0,59.4,1367.3699157568224,Baseline degradee
48,924.5265434952177,47.76889947804869,18.122633058154236,12.583774778103571,115.19668204066603,0.0,59.4,1225.5985328501902,Baseline degradee
49,968.5706930052507,49.99285422258072,19.066261906788093,7.483780216861735,120.53045201032896,0.0,59.4,1274.04404136181,Baseline degradee
50,1032.4471628739464,54.589199761530004,19.670262685516587,11.338758798491119,125.36848674781594,0.0,59.4,1352.8138708673,Baseline degradee
51,1187.1434753034955,69.82390523806772,19.162199516276964,11.13458993289725,128.4655516130128,0.0,59.4,1526.1297216037503,Baseline degradee
52,1040.9448048796821,53.56259250461788,17.939906701760552,11.33726876677259,129.04262637642898,0.0,59.4,1364.2271992292622,Baseline degradee
53,1033.2334297044636,53.11123783533441,17.54958503471163,7.627281060993265,127.92411178886847,0.0,59.4,1351.8456454243712,Baseline degradee
54,1007.2706927367071,51.72364062467157,19.12036898498193,12.421620412621298,124.99587179410408,0.0,59.4,1328.932194553086,Baseline degradee
55,1136.247843300404,67.65732522368401,19.207662150263975,13.009883626928369,120.48045980896693,0.0,59.4,1471.0031741102473,Baseline degradee
56,933.7892112634834,47.852434150421885,17.705443601654693,13.488625761814252,115.58455329233195,0.0,59.4,1243.8202680697063,Baseline degradee
57,906.9797277724612,46.43122470370796,15.35505183833661,9.666842877309444,111.726016580451,0.0,59.4,1206.558863772266,Baseline degradee
58,943.8053573709876,68.95726799206889,16.600973114711827,11.425690122037036,100.02581145861002,144.46063933054387,59.4,1402.6757393889593,Baseline degradee
59,1175.5882667682322,86.33514975178525,30.32007592758777,15.578124031715806,134.3615895820712,193.84496505192175,59.4,1754.428171113314,Baseline degradee
60,1456.3430812192933,83.24300922704816,34.737596747885824,15.926040421393372,165.003493739038,0.0,59.4,1874.6532213546586,Baseline degradee
61,1172.561999586642,69.32106293679902,20.18788514264487,16.612951497919063,122.84043901980007,0.0,59.4,1521.9243381838053,Baseline degradee
62,1228.8610483350728,74.01409087457148,19.94330483638838,10.86988645729669,127.68708329281094,0.0,59.4,1582.7754137961401,Baseline degradee
63,1112.4897200649086,58.99082423658162,19.892938419628674,14.140144584502414,130.78975532863942,0.0,59.4,1458.7033826342608,Baseline degradee
64,1208.8177129768083,68.85247740711655,18.591570692436655,14.673144431470167,131.3680940031162,0.0,59.4,1565.7029995109478,Baseline degradee
65,1204.990675005304,61.075214263671576,20.04981348539842,15.835634879540567,125.55739832864914,42.48668882349094,59.4,1594.3954247860547,Baseline degradee
